id,ACTION
312,0.999997
313,0.999999
314,0.999369
315,0.999966
316,0.999834
317,0.995708
318,0.999896
319,0.994314
320,0.999999
321,0.999805
322,0.006747
323,0.999991
324,0.999984
325,0.999582
326,0.998897
327,0.999993
328,0.999900
329,0.999565
330,0.999928
331,0.999982
332,0.999983
333,0.999997
334,0.975836
335,0.999962
336,0.999978
337,0.999809
338,0.996500
339,0.999989
340,0.998453
341,0.999969
342,0.998574
343,0.998998
344,0.999990
345,0.999964
346,0.995663
347,0.999995
348,0.999881
349,0.999985
350,0.984165
351,0.999739
352,0.999920
353,0.998243
354,0.999361
355,0.999962
356,0.999998
357,0.999769
358,0.999003
359,0.999915
360,0.083852
361,0.783472
362,0.999979
363,0.999892
364,0.990561
365,0.995963
366,0.998705
367,0.998283
368,0.999922
369,0.985229
370,0.999999
371,0.999918
372,0.997003
373,0.841024
374,0.004892
375,0.997677
376,0.998637
377,0.171909
378,0.990978
379,0.999792
380,0.197360
381,0.354618
382,0.999599
383,0.999986
384,0.999610
385,0.990355
386,0.998912
387,0.010971
388,0.978056
389,0.999735
390,0.998945
391,0.999350
392,0.999994
393,0.993811
394,0.999968
395,0.998678
396,0.998362
397,0.999997
398,0.999991
399,0.999990
400,0.999748
401,0.999472
402,0.999983
403,0.998917
404,0.920235
405,0.999915
406,0.999023
407,0.999928
408,0.999994
409,0.958134
410,0.999991
411,0.999977
412,0.999694
413,0.967222
414,0.999999
415,0.995013
416,0.974464
417,0.998541
418,0.999848
419,0.998262
420,0.999822
421,0.999930
422,0.998726
423,0.999301
424,0.981689
425,0.999941
426,0.999932
427,0.999248
428,0.999967
429,0.999188
430,0.999975
431,0.999887
432,0.999667
433,0.999500
434,0.976612
435,0.998868
436,0.999958
437,0.996768
438,0.001098
439,0.997038
440,0.040135
441,0.993504
442,0.999998
443,0.999999
444,0.999705
445,0.996763
446,0.999994
447,0.998790
448,0.999982
449,0.996496
450,0.999996
451,0.975799
452,0.999966
453,0.999995
454,0.957059
455,0.999709
456,0.999791
457,0.999997
458,1.000000
459,1.000000
460,0.048770
461,0.806047
462,0.999967
463,0.999778
464,0.999984
465,0.999991
466,0.999998
467,0.045838
468,0.998277
469,0.999394
470,0.999036
471,0.999996
472,0.999926
473,0.999910
474,0.999954
475,0.840262
476,0.999774
477,0.999990
478,0.999952
479,0.997716
480,0.999356
481,0.999978
482,0.998595
483,0.999877
484,0.999978
485,0.989129
486,0.998834
487,0.999634
488,0.998767
489,0.994467
490,0.999315
491,0.999976
492,0.997798
493,0.997996
494,0.999966
495,0.790027
496,0.999995
497,0.999982
498,1.000000
499,0.999968
500,0.999876
501,0.981397
502,0.582208
503,0.999524
504,0.999963
505,0.994985
506,0.999824
507,0.999998
508,0.999990
509,0.999936
510,0.004176
511,0.963120
512,0.999710
513,0.999996
514,0.997943
515,0.999638
516,0.999999
517,0.999901
518,0.502524
519,0.999791
520,0.036238
521,0.999995
522,0.904417
523,0.999525
524,0.001071
525,0.030928
526,0.202222
527,0.999702
528,0.999220
529,0.999420
530,0.999969
531,0.999764
532,0.999886
533,0.999990
534,0.999960
535,0.999983
536,0.999992
537,0.999812
538,0.999982
539,0.999687
540,0.981887
541,0.998595
542,0.997524
543,0.472882
544,0.999998
545,0.999846
546,0.999998
547,0.016416
548,0.999642
549,0.789539
550,0.999726
551,0.998359
552,0.999831
553,0.999332
554,0.998949
555,0.999986
556,0.999895
557,0.998315
558,0.999978
559,0.998742
560,0.999945
561,0.996688
562,0.999843
563,0.999950
564,0.879714
565,0.999998
566,0.999964
567,0.956012
568,0.974476
569,0.999831
570,0.999536
571,0.010111
572,0.999543
573,0.996352
574,0.040694
575,0.999992
576,0.998257
577,0.999793
578,0.999861
579,0.997509
580,0.997023
581,0.999998
582,0.999658
583,0.999991
584,0.998387
585,0.999983
586,0.953118
587,0.999484
588,0.999788
589,0.978254
590,0.998627
591,0.999845
592,0.999893
593,0.999989
594,0.999996
595,0.999981
596,0.999406
597,0.999565
598,0.999956
599,0.999729
600,0.931522
601,0.999464
602,0.992548
603,0.999999
604,0.999925
605,0.999775
606,0.998016
607,0.999661
608,0.999919
609,0.997348
610,0.958328
611,0.999963
612,0.997704
613,0.999870
614,0.145089
615,0.999997
616,0.854067
617,0.999555
618,0.999895
619,0.999873
620,0.989920
621,0.983758
622,0.996841
623,0.986267
624,0.240569
625,0.999174
626,0.999982
627,0.999946
628,0.999838
629,0.999995
630,0.999989
631,0.999988
632,0.999950
633,0.999877
634,0.999996
635,0.999965
636,0.999990
637,0.999968
638,0.999941
639,0.847695
640,0.999693
641,0.999974
642,0.998046
643,0.885385
644,0.996958
645,0.999995
646,0.999643
647,0.999014
648,0.903143
649,0.999724
650,0.999383
651,0.996114
652,0.999991
653,0.001050
654,0.961992
655,0.989058
656,0.999579
657,0.999621
658,0.999866
659,0.999870
660,0.999988
661,0.997002
662,0.999988
663,0.999812
664,0.991351
665,0.999906
666,0.086971
667,0.999138
668,0.999995
669,0.993048
670,0.998061
671,0.994874
672,0.931255
673,0.954679
674,0.993858
675,0.998296
676,0.999707
677,0.992376
678,0.996434
679,0.999966
680,0.995373
681,0.051973
682,0.948495
683,0.999941
684,0.999929
685,0.997982
686,0.999990
687,0.997561
688,0.999941
689,0.999945
690,0.999794
691,0.999993
692,0.999985
693,0.494194
694,0.998709
695,0.999752
696,0.095952
697,0.999983
698,0.999971
699,0.998311
700,0.999959
701,0.999302
702,0.999538
703,0.999405
704,0.855515
705,0.800846
706,0.991369
707,0.693533
708,0.999988
709,0.992919
710,0.999957
711,0.023711
712,0.994504
713,0.999992
714,0.999948
715,0.999318
716,0.998170
717,0.999981
718,0.990768
719,0.996962
720,0.998997
721,0.999901
722,0.999998
723,0.999201
724,0.999679
725,0.999984
726,0.795070
727,0.999986
728,0.999999
729,0.826978
730,0.996983
731,0.993142
732,0.999934
733,0.999918
734,0.999999
735,0.999965
736,0.520482
737,0.997031
738,0.963902
739,0.999942
740,0.999999
741,0.999905
742,0.998951
743,0.999942
744,0.999962
745,0.983055
746,0.999920
747,0.999730
748,0.999936
749,0.999474
750,0.999967
751,0.999968
752,0.999033
753,0.998937
754,0.999854
755,0.958498
756,0.999844
757,0.999981
758,0.999994
759,0.999575
760,0.998796
761,0.999982
762,0.999996
763,0.932434
764,0.976467
765,0.999991
766,0.998400
767,0.992622
768,0.999609
769,0.998582
770,0.999732
771,0.999993
772,0.996731
773,0.994345
774,0.999203
775,0.999962
776,0.936486
777,0.910870
778,0.999905
779,0.999996
780,0.547390
781,0.884378
782,0.999284
783,0.999965
784,0.999575
785,0.365591
786,0.996595
787,0.999867
788,0.997273
789,0.999109
790,0.990452
791,0.999972
792,0.998978
793,0.999675
794,0.997747
795,0.999976
796,0.998847
797,0.999927
798,0.999995
799,0.999960
800,0.999998
801,0.999998
802,0.999966
803,0.999319
804,0.999979
805,0.999942
806,0.999317
807,0.999271
808,0.999394
809,0.992756
810,0.999992
811,0.999498
812,0.006166
813,0.999465
814,0.998451
815,0.830697
816,0.999882
817,1.000000
818,0.993380
819,0.999969
820,0.995974
821,0.983960
822,1.000000
823,0.999976
824,0.999998
825,0.999985
826,0.985488
827,0.999791
828,0.996784
829,0.999919
830,0.999937
831,0.654930
832,0.999872
833,0.999852
834,0.999513
835,0.999921
836,0.999411
837,0.993376
838,0.998372
839,0.999474
840,0.997216
841,0.773892
842,0.999975
843,0.999744
844,0.999990
845,0.999095
846,0.999325
847,0.999972
848,0.999752
849,0.999851
850,0.146110
851,0.999929
852,0.999246
853,0.999950
854,0.043391
855,0.999797
856,0.999940
857,0.999415
858,0.991147
859,0.998785
860,0.999920
861,0.996007
862,0.999993
863,0.999657
864,0.699025
865,0.000009
866,0.993604
867,0.998807
868,0.999916
869,0.999975
870,0.996783
871,0.999801
872,0.996688
873,0.999964
874,0.976383
875,0.998640
876,0.999717
877,0.999376
878,0.999997
879,0.998304
880,0.999551
881,0.984880
882,0.993793
883,0.999997
884,0.997552
885,0.999172
886,0.999980
887,0.999164
888,0.999998
889,0.958349
890,0.999823
891,0.999999
892,0.992202
893,0.807192
894,0.999865
895,0.905481
896,0.999970
897,0.858446
898,0.999216
899,0.999639
900,0.999989
901,0.999922
902,0.999868
903,0.999857
904,0.999975
905,0.999992
906,0.999994
907,0.999999
908,0.999996
909,0.994715
910,0.996404
911,0.746871
912,0.999889
913,0.999999
914,0.999543
915,0.999961
916,0.999999
917,0.999863
918,0.999856
919,0.999954
920,0.999503
921,0.241637
922,0.999997
923,0.392200
924,0.999986
925,0.997301
926,0.999942
927,0.999994
928,0.999994
929,0.999991
930,0.999324
931,0.999379
932,0.999975
933,0.996656
934,0.988257
935,0.995713
936,0.998699
937,0.999451
938,0.998233
939,0.999442
940,0.999786
941,0.999951
942,0.999953
943,0.985595
944,0.999974
945,0.997330
946,0.999809
947,0.999915
948,0.993443
949,0.999995
950,0.999901
951,1.000000
952,0.088058
953,0.997848
954,0.999949
955,0.999581
956,0.272787
957,0.999751
958,0.999833
959,0.003895
960,0.998899
961,0.998596
962,0.999630
963,0.999986
964,0.730099
965,0.999780
966,0.998927
967,0.999725
968,0.673275
969,0.997215
970,0.479596
971,0.999483
972,0.999837
973,0.999853
974,0.999675
975,0.990548
976,0.999610
977,0.999039
978,0.884650
979,0.840291
980,0.002123
981,0.999982
982,0.999954
983,0.999987
984,0.000028
985,0.999682
986,0.999905
987,1.000000
988,0.999312
989,0.999994
990,0.094689
991,0.161379
992,0.999031
993,0.999813
994,0.999265
995,0.999933
996,0.999925
997,0.849222
998,0.999708
999,0.996575
1000,0.994765
1001,0.999990
1002,0.999167
1003,0.999685
1004,0.999964
1005,0.999034
1006,0.999765
1007,0.999877
1008,0.999975
1009,0.999756
1010,0.999880
1011,0.999747
1012,0.999978
1013,0.999996
1014,0.999340
1015,0.841869
1016,0.999998
1017,0.206082
1018,0.999999
1019,0.999994
1020,0.999238
1021,0.997673
1022,0.999256
1023,0.999968
1024,0.999994
1025,0.998379
1026,0.993541
1027,0.999643
1028,0.999994
1029,0.999979
1030,0.998995
1031,0.996522
1032,1.000000
1033,0.999289
1034,0.967427
1035,0.999962
1036,0.999937
1037,0.999285
1038,0.991457
1039,0.998610
1040,0.999994
1041,0.999906
1042,0.999315
1043,0.039876
1044,0.928151
1045,0.979769
1046,0.999776
1047,0.999951
1048,0.999990
1049,0.247069
1050,0.999997
1051,0.999781
1052,0.996754
1053,1.000000
1054,0.990756
1055,0.999979
1056,0.996530
1057,0.999459
1058,0.999733
1059,0.999252
1060,0.996772
1061,0.998810
1062,0.986087
1063,0.941630
1064,0.999501
1065,0.999987
1066,0.999907
1067,0.999981
1068,0.899678
1069,0.988144
1070,0.999994
1071,0.123609
1072,0.999789
1073,0.039177
1074,0.998464
1075,0.999994
1076,0.999669
1077,0.998445
1078,0.999601
1079,0.999835
1080,0.996471
1081,0.999995
1082,0.999708
1083,0.999903
1084,0.999787
1085,0.999525
1086,0.999959
1087,0.998505
1088,0.999978
1089,0.999859
1090,0.999996
1091,0.999554
1092,0.999992
1093,0.999976
1094,0.999320
1095,0.999995
1096,0.999975
1097,0.999591
1098,0.999881
1099,0.999989
1100,0.999731
1101,0.355348
1102,0.999791
1103,0.999784
1104,0.009138
1105,0.999939
1106,1.000000
1107,0.999983
1108,0.999214
1109,0.999968
1110,0.999983
1111,0.999983
1112,0.999979
1113,0.999955
1114,0.386204
1115,0.989316
1116,0.998085
1117,0.999034
1118,0.999993
1119,0.996339
1120,0.997659
1121,0.998304
1122,0.000149
1123,0.999959
1124,0.997188
1125,0.999938
1126,0.999931
1127,0.998986
1128,0.999993
1129,0.999975
1130,0.999992
1131,0.972096
1132,0.999877
1133,0.999986
1134,0.983506
1135,0.065572
1136,0.999977
1137,0.999983
1138,0.999980
1139,0.997078
1140,0.995146
1141,0.999921
1142,0.985540
1143,0.999806
1144,0.989130
1145,0.999981
1146,0.999939
1147,0.997602
1148,0.997758
1149,0.999580
1150,0.999742
1151,0.999982
1152,0.999916
1153,0.999776
1154,0.008804
1155,0.999829
1156,0.999762
1157,0.999572
1158,0.999866
1159,0.998895
1160,0.819376
1161,0.998691
1162,0.999842
1163,0.728536
1164,0.999853
1165,0.999980
1166,0.999400
1167,0.999993
1168,0.999979
1169,0.975905
1170,0.999991
1171,0.999391
1172,0.999915
1173,1.000000
1174,0.528290
1175,0.999964
1176,0.999933
1177,0.999997
1178,0.999968
1179,1.000000
1180,0.720609
1181,0.260487
1182,0.971702
1183,0.999640
1184,0.999941
1185,0.999872
1186,0.999934
1187,0.993940
1188,0.000913
1189,0.999997
1190,0.995699
1191,0.999998
1192,1.000000
1193,0.999968
1194,0.999247
1195,0.999979
1196,0.998562
1197,0.999360
1198,0.999410
1199,0.999980
1200,0.999945
1201,0.997056
1202,0.999997
1203,0.999117
1204,0.991374
1205,0.995221
1206,0.997201
1207,0.985676
1208,0.999988
1209,0.003908
1210,0.999313
1211,0.999882
1212,0.999302
1213,0.979393
1214,0.999983
1215,0.999966
1216,0.997288
1217,0.935268
1218,0.999925
1219,0.220974
1220,0.636820
1221,0.999970
1222,0.986866
1223,0.997901
1224,0.684107
1225,0.997225
1226,0.999814
1227,0.999999
1228,0.912047
1229,0.999877
1230,0.999785
1231,1.000000
1232,0.999576
1233,0.999997
1234,0.999899
1235,0.992105
1236,0.998162
1237,0.999797
1238,0.999963
1239,0.999276
1240,0.987325
1241,0.995824
1242,0.999880
1243,0.998926
1244,0.999996
1245,0.996193
1246,0.954708
1247,0.936246
1248,0.999999
1249,0.996782
1250,0.999971
1251,0.987219
1252,0.853974
1253,0.999939
1254,0.999970
1255,0.999993
1256,0.999995
1257,0.995750
1258,0.920028
1259,0.989980
1260,0.999996
1261,0.999974
1262,0.999880
1263,0.999954
1264,0.999838
1265,0.999970
1266,0.999909
1267,0.999999
1268,0.985578
1269,0.999971
1270,0.999860
1271,0.995565
1272,0.999872
1273,0.999098
1274,0.999847
1275,0.999997
1276,0.999962
1277,0.999152
1278,0.999060
1279,0.996376
1280,0.924747
1281,0.999984
1282,0.994574
1283,0.994350
1284,0.999669
1285,1.000000
1286,0.999988
1287,0.023174
1288,0.998994
1289,0.987352
1290,0.999846
1291,0.997773
1292,0.996324
1293,0.999734
1294,0.713961
1295,0.999997
1296,0.999736
1297,0.999995
1298,0.997227
1299,0.993320
1300,0.922682
1301,0.178238
1302,0.998942
1303,0.999840
1304,0.999771
1305,0.998913
1306,0.999385
1307,0.999995
1308,0.999990
1309,0.999985
1310,0.999966
1311,0.999132
1312,0.999744
1313,0.093527
1314,0.999967
1315,0.999950
1316,0.999997
1317,0.999844
1318,0.999877
1319,0.999622
1320,0.025061
1321,0.979510
1322,0.999998
1323,0.999986
1324,0.999999
1325,0.999853
1326,0.999986
1327,0.112687
1328,0.141036
1329,0.999798
1330,0.999999
1331,0.999972
1332,0.999951
1333,0.957446
1334,0.998989
1335,0.962543
1336,0.999527
1337,0.999997
1338,0.999945
1339,0.956618
1340,0.999984
1341,0.993588
1342,0.999968
1343,0.999074
1344,0.999809
1345,0.999971
1346,0.999273
1347,0.999980
1348,0.790343
1349,0.998680
1350,0.999979
1351,0.805567
1352,0.999724
1353,0.108673
1354,0.999967
1355,0.998611
1356,0.999867
1357,0.999603
1358,0.999551
1359,0.000310
1360,0.320641
1361,0.999574
1362,0.999850
1363,1.000000
1364,0.821428
1365,0.999987
1366,0.997490
1367,0.999985
1368,1.000000
1369,0.999965
1370,0.998451
1371,0.999971
1372,0.853459
1373,0.783551
1374,0.999910
1375,0.999997
1376,0.999821
1377,0.995694
1378,0.999801
1379,0.995987
1380,0.999475
1381,0.999960
1382,0.984215
1383,0.999992
1384,0.999802
1385,0.999931
1386,0.999995
1387,0.999858
1388,0.995995
1389,0.999888
1390,0.999986
1391,0.000041
1392,0.999186
1393,0.932673
1394,0.998130
1395,0.216421
1396,0.999690
1397,0.999990
1398,0.999941
1399,0.839150
1400,0.999511
1401,0.997756
1402,0.999520
1403,0.998299
1404,0.999445
1405,0.984306
1406,0.999998
1407,0.998710
1408,0.999950
1409,0.879834
1410,0.996302
1411,0.912822
1412,0.999929
1413,0.058154
1414,0.965810
1415,0.998195
1416,0.997102
1417,0.994657
1418,0.999815
1419,0.999987
1420,0.995857
1421,1.000000
1422,0.999931
1423,0.999941
1424,0.999314
1425,0.999881
1426,0.999907
1427,0.999946
1428,0.998578
1429,0.001708
1430,0.999330
1431,0.997465
1432,0.999969
1433,0.001265
1434,0.831745
1435,0.999749
1436,0.998732
1437,0.999376
1438,0.999687
1439,0.734912
1440,0.999312
1441,0.804025
1442,0.999999
1443,0.999850
1444,0.999983
1445,0.998818
1446,0.999970
1447,0.999816
1448,0.900072
1449,0.999126
1450,0.999840
1451,0.999421
1452,0.999997
1453,0.999997
1454,0.999852
1455,0.999905
1456,0.997836
1457,0.969841
1458,0.999986
1459,0.996848
1460,0.999792
1461,0.999983
1462,0.009767
1463,0.999977
1464,0.071306
1465,0.999438
1466,0.999381
1467,0.996976
1468,0.999025
1469,0.995384
1470,0.999550
1471,0.999903
1472,0.999740
1473,0.999465
1474,0.999997
1475,0.999994
1476,0.999982
1477,0.995049
1478,0.999989
1479,0.999920
1480,0.999809
1481,0.999974
1482,0.018641
1483,0.996819
1484,0.999363
1485,0.994481
1486,0.999732
1487,0.999531
1488,0.982031
1489,0.999238
1490,0.287290
1491,0.999871
1492,1.000000
1493,0.999761
1494,0.986311
1495,0.999997
1496,0.997605
1497,0.980056
1498,0.999657
1499,0.999015
1500,0.999780
1501,0.995266
1502,0.831796
1503,0.999875
1504,0.997054
1505,0.999088
1506,0.761271
1507,0.997818
1508,0.998880
1509,0.999984
1510,0.999342
1511,0.989740
1512,0.999976
1513,0.989459
1514,0.983787
1515,0.511155
1516,0.962020
1517,0.368980
1518,0.995599
1519,0.999998
1520,0.999975
1521,0.999774
1522,0.995650
1523,0.994068
1524,0.387574
1525,0.999979
1526,0.999977
1527,0.999832
1528,0.999972
1529,0.999998
1530,0.999986
1531,0.999868
1532,0.999877
1533,0.999966
1534,0.999757
1535,0.999988
1536,0.933845
1537,0.999982
1538,0.996023
1539,0.999971
1540,0.999995
1541,0.999992
1542,0.999985
1543,0.758602
1544,0.999817
1545,0.999972
1546,0.996900
1547,0.996662
1548,0.999916
1549,0.999894
1550,0.999994
1551,0.999982
1552,0.999978
1553,0.999999
1554,0.999930
1555,0.998014
1556,0.999992
1557,0.986766
1558,0.999981
1559,0.999889
1560,0.942502
1561,0.999766
1562,0.409124
1563,0.937839
1564,0.999657
1565,0.999389
1566,0.991747
1567,1.000000
1568,0.999043
1569,0.988539
1570,0.998915
1571,0.991485
1572,0.999779
1573,0.000003
1574,0.999949
1575,0.999915
1576,0.999589
1577,0.976044
1578,0.999754
1579,0.999973
1580,0.117367
1581,0.999321
1582,0.999831
1583,0.992293
1584,0.999933
1585,0.998319
1586,0.999970
1587,0.999992
1588,0.999973
1589,0.999749
1590,0.998478
1591,0.997668
1592,0.999991
1593,0.999321
1594,0.999919
1595,0.004019
1596,0.980433
1597,0.999986
1598,0.999974
1599,0.000001
1600,0.999649
1601,0.999825
1602,0.999690
1603,0.985909
1604,0.999773
1605,0.996529
1606,0.999987
1607,0.999776
1608,0.995968
1609,0.998142
1610,0.568476
1611,0.999997
1612,0.998366
1613,0.999998
1614,0.539263
1615,0.999974
1616,0.999638
1617,0.000723
1618,0.999891
1619,0.998570
1620,0.996383
1621,0.997823
1622,0.998125
1623,0.999905
1624,0.998464
1625,0.993482
1626,0.998279
1627,0.123411
1628,0.006039
1629,0.999982
1630,0.988809
1631,0.999977
1632,0.989386
1633,0.960650
1634,0.986926
1635,0.990004
1636,0.999611
1637,0.999857
1638,0.997434
1639,0.999805
1640,0.999942
1641,0.999998
1642,0.997153
1643,0.999978
1644,0.999981
1645,0.999966
1646,0.999787
1647,0.997764
1648,0.999974
1649,0.999902
1650,0.999992
1651,0.999987
1652,0.999999
1653,0.999943
1654,0.999985
1655,0.999997
1656,0.999717
1657,0.999921
1658,0.997133
1659,0.997940
1660,0.999931
1661,0.999964
1662,0.999819
1663,0.999699
1664,0.999992
1665,0.997466
1666,0.999482
1667,0.999992
1668,0.999977
1669,0.999449
1670,0.999021
1671,0.575431
1672,0.914147
1673,0.999876
1674,0.999419
1675,0.000062
1676,0.000358
1677,0.996409
1678,0.999996
1679,1.000000
1680,0.999859
1681,0.999884
1682,0.999843
1683,0.999990
1684,0.999954
1685,0.999994
1686,0.999998
1687,0.999999
1688,1.000000
1689,0.999951
1690,0.999973
1691,0.999612
1692,1.000000
1693,0.999977
1694,0.999837
1695,0.999969
1696,0.966205
1697,0.999946
1698,0.999885
1699,0.999247
1700,0.999614
1701,0.999982
1702,0.999998
1703,0.894459
1704,0.997510
1705,0.991936
1706,0.997914
1707,0.999979
1708,0.999815
1709,0.999983
1710,0.999994
1711,0.999989
1712,0.990148
1713,0.092787
1714,0.999522
1715,0.999444
1716,0.999999
1717,0.462533
1718,0.000364
1719,0.999995
1720,0.999909
1721,0.998579
1722,0.999862
1723,0.992258
1724,0.999577
1725,0.995283
1726,0.999971
1727,0.999986
1728,0.999274
1729,0.999923
1730,0.993555
1731,0.999521
1732,0.972055
1733,0.999958
1734,0.996070
1735,0.999936
1736,0.999878
1737,0.999959
1738,0.999792
1739,0.999997
1740,0.999914
1741,0.994645
1742,0.999600
1743,0.999143
1744,0.999499
1745,0.999987
1746,0.999855
1747,0.999967
1748,0.999059
1749,0.999928
1750,0.999990
1751,0.999954
1752,0.996111
1753,0.999655
1754,0.999351
1755,0.998820
1756,0.996019
1757,0.999936
1758,0.998533
1759,0.999990
1760,0.999566
1761,0.180567
1762,0.775975
1763,0.999952
1764,0.999995
1765,0.999623
1766,0.999678
1767,0.999998
1768,0.001849
1769,0.517486
1770,0.999943
1771,0.999991
1772,0.999979
1773,0.997454
1774,0.994166
1775,0.999733
1776,0.973325
1777,0.998739
1778,0.986406
1779,0.999994
1780,0.999605
1781,0.991102
1782,0.226144
1783,0.999324
1784,0.999858
1785,0.999627
1786,0.999885
1787,0.968687
1788,0.995054
1789,0.997248
1790,0.999995
1791,0.011349
1792,0.999983
1793,0.999176
1794,0.704239
1795,0.999986
1796,0.588016
1797,0.997122
1798,0.999967
1799,0.999927
1800,0.999435
1801,0.991264
1802,0.999854
1803,0.859853
1804,0.999994
1805,0.670141
1806,0.994057
1807,0.999998
1808,0.999815
1809,0.999998
1810,0.999667
1811,0.999401
1812,0.999984
1813,0.017076
1814,0.992547
1815,0.999977
1816,0.999999
1817,0.933243
1818,1.000000
1819,0.995825
1820,0.999524
1821,0.999966
1822,0.999812
1823,0.998947
1824,0.478344
1825,0.999999
1826,0.999803
1827,0.999832
1828,0.999997
1829,0.999709
1830,0.997470
1831,0.998126
1832,0.998598
1833,0.999829
1834,0.999686
1835,0.999994
1836,0.999556
1837,0.997946
1838,0.945615
1839,0.996526
1840,0.999994
1841,0.038392
1842,0.999983
1843,0.999995
1844,0.993990
1845,0.994351
1846,0.998311
1847,0.999773
1848,0.999810
1849,0.999613
1850,0.999674
1851,0.999415
1852,0.999745
1853,0.907624
1854,0.999998
1855,0.999673
1856,0.999990
1857,0.999982
1858,0.896378
1859,0.999992
1860,0.065857
1861,0.981921
1862,0.999970
1863,0.997780
1864,0.999974
1865,0.998525
1866,0.999998
1867,0.997418
1868,0.999700
1869,0.999934
1870,0.998293
1871,0.999666
1872,0.999705
1873,0.001745
