Id,Pred
2016_1122_1143,0.002
2016_1122_1151,0.006
2016_1122_1153,0.012
2016_1122_1160,0.006
2016_1122_1163,0.002
2016_1122_1167,0.018
2016_1122_1173,0.006
2016_1122_1181,0.018
2016_1122_1192,0.676
2016_1122_1195,0.276
2016_1122_1201,0.03
2016_1122_1211,0.002
2016_1122_1214,0.254
2016_1122_1218,0.018
2016_1122_1221,0.818
2016_1122_1231,0.0
2016_1122_1233,0.172
2016_1122_1234,0.002
2016_1122_1235,0.004
2016_1122_1242,0.0
2016_1122_1246,0.002
2016_1122_1268,0.0
2016_1122_1274,0.0
2016_1122_1276,0.012
2016_1122_1277,0.002
2016_1122_1292,0.028
2016_1122_1314,0.002
2016_1122_1320,0.046
2016_1122_1323,0.17
2016_1122_1328,0.0
2016_1122_1332,0.0
2016_1122_1333,0.01
2016_1122_1338,0.01
2016_1122_1344,0.006
2016_1122_1345,0.012
2016_1122_1355,0.024
2016_1122_1371,0.004
2016_1122_1372,0.024
2016_1122_1380,0.15
2016_1122_1386,0.0
2016_1122_1392,0.01
2016_1122_1393,0.004
2016_1122_1396,0.004
2016_1122_1400,0.0
2016_1122_1401,0.004
2016_1122_1403,0.0
2016_1122_1409,0.008
2016_1122_1421,0.104
2016_1122_1423,0.012
2016_1122_1425,0.002
2016_1122_1428,0.004
2016_1122_1433,0.008
2016_1122_1435,0.008
2016_1122_1437,0.0
2016_1122_1438,0.0
2016_1122_1451,0.046
2016_1122_1452,0.0
2016_1122_1453,0.276
2016_1122_1455,0.004
2016_1122_1458,0.004
2016_1122_1462,0.002
2016_1122_1463,0.004
2016_1124_1138,0.928
2016_1124_1139,0.68
2016_1124_1143,0.488
2016_1124_1151,0.784
2016_1124_1153,0.634
2016_1124_1160,0.772
2016_1124_1163,0.56
2016_1124_1167,0.97
2016_1124_1173,0.402
2016_1124_1181,0.438
2016_1124_1192,0.994
2016_1124_1195,0.88
2016_1124_1201,0.972
2016_1124_1211,0.474
2016_1124_1214,0.804
2016_1124_1218,0.652
2016_1124_1221,0.992
2016_1124_1231,0.458
2016_1124_1233,0.778
2016_1124_1234,0.262
2016_1124_1235,0.622
2016_1124_1242,0.098
2016_1124_1246,0.33
2016_1124_1268,0.174
2016_1124_1274,0.242
2016_1124_1276,0.766
2016_1124_1277,0.13
2016_1124_1292,0.968
2016_1124_1314,0.29
2016_1124_1320,0.938
2016_1124_1323,0.556
2016_1124_1328,0.176
2016_1124_1332,0.384
2016_1124_1333,0.856
2016_1124_1338,0.724
2016_1124_1344,0.704
2016_1124_1345,0.3
2016_1124_1355,0.626
2016_1124_1371,0.472
2016_1124_1372,0.934
2016_1124_1380,0.882
2016_1124_1386,0.43
2016_1124_1392,0.852
2016_1124_1393,0.526
2016_1124_1396,0.882
2016_1124_1400,0.396
2016_1124_1401,0.258
2016_1124_1403,0.654
2016_1124_1409,0.676
2016_1124_1421,0.936
2016_1124_1423,0.642
2016_1124_1425,0.408
2016_1124_1428,0.67
2016_1124_1433,0.436
2016_1124_1435,0.396
2016_1124_1437,0.168
2016_1124_1438,0.336
2016_1124_1451,0.95
2016_1124_1452,0.106
2016_1124_1453,0.862
2016_1124_1455,0.542
2016_1124_1458,0.664
2016_1124_1462,0.186
2016_1124_1463,0.812
2016_1138_1139,0.164
2016_1138_1143,0.05
2016_1138_1151,0.152
2016_1138_1153,0.046
2016_1138_1160,0.198
2016_1138_1163,0.032
2016_1138_1167,0.152
2016_1138_1173,0.026
2016_1138_1181,0.146
2016_1138_1192,0.94
2016_1138_1195,0.82
2016_1138_1201,0.46
2016_1138_1211,0.036
2016_1138_1214,0.77
2016_1138_1218,0.11
2016_1138_1221,0.994
2016_1138_1231,0.054
2016_1138_1233,0.374
2016_1138_1234,0.02
2016_1138_1235,0.172
2016_1138_1242,0.004
2016_1138_1246,0.014
2016_1138_1268,0.002
2016_1138_1274,0.012
2016_1138_1276,0.094
2016_1138_1277,0.004
2016_1138_1292,0.36
2016_1138_1314,0.022
2016_1138_1320,0.176
2016_1138_1323,0.092
2016_1138_1328,0.01
2016_1138_1332,0.122
2016_1138_1333,0.214
2016_1138_1338,0.192
2016_1138_1344,0.142
2016_1138_1345,0.02
2016_1138_1355,0.19
2016_1138_1371,0.042
2016_1138_1372,0.174
2016_1138_1380,0.78
2016_1138_1386,0.072
2016_1138_1392,0.12
2016_1138_1393,0.022
2016_1138_1396,0.284
2016_1138_1400,0.01
2016_1138_1401,0.012
2016_1138_1403,0.07
2016_1138_1409,0.096
2016_1138_1421,0.506
2016_1138_1423,0.34
2016_1138_1425,0.046
2016_1138_1428,0.068
2016_1138_1433,0.062
2016_1138_1435,0.056
2016_1138_1437,0.002
2016_1138_1438,0.006
2016_1138_1451,0.552
2016_1138_1452,0.008
2016_1138_1453,0.656
2016_1138_1455,0.026
2016_1138_1458,0.042
2016_1138_1462,0.008
2016_1138_1463,0.112
2016_1139_1143,0.446
2016_1139_1151,0.646
2016_1139_1153,0.362
2016_1139_1160,0.486
2016_1139_1163,0.324
2016_1139_1167,0.952
2016_1139_1173,0.272
2016_1139_1181,0.092
2016_1139_1192,0.998
2016_1139_1195,0.96
2016_1139_1201,0.836
2016_1139_1211,0.362
2016_1139_1214,0.74
2016_1139_1218,0.426
2016_1139_1221,1.0
2016_1139_1231,0.2
2016_1139_1233,0.67
2016_1139_1234,0.188
2016_1139_1235,0.232
2016_1139_1242,0.02
2016_1139_1246,0.152
2016_1139_1268,0.168
2016_1139_1274,0.076
2016_1139_1276,0.484
2016_1139_1277,0.122
2016_1139_1292,0.864
2016_1139_1314,0.086
2016_1139_1320,0.868
2016_1139_1323,0.336
2016_1139_1328,0.014
2016_1139_1332,0.136
2016_1139_1333,0.506
2016_1139_1338,0.482
2016_1139_1344,0.374
2016_1139_1345,0.144
2016_1139_1355,0.738
2016_1139_1371,0.356
2016_1139_1372,0.672
2016_1139_1380,0.95
2016_1139_1386,0.144
2016_1139_1392,0.462
2016_1139_1393,0.42
2016_1139_1396,0.752
2016_1139_1400,0.16
2016_1139_1401,0.2
2016_1139_1403,0.374
2016_1139_1409,0.73
2016_1139_1421,0.974
2016_1139_1423,0.46
2016_1139_1425,0.264
2016_1139_1428,0.206
2016_1139_1433,0.402
2016_1139_1435,0.31
2016_1139_1437,0.018
2016_1139_1438,0.11
2016_1139_1451,0.968
2016_1139_1452,0.08
2016_1139_1453,0.912
2016_1139_1455,0.382
2016_1139_1458,0.378
2016_1139_1462,0.048
2016_1139_1463,0.458
2016_1143_1151,0.608
2016_1143_1153,0.428
2016_1143_1160,0.538
2016_1143_1163,0.302
2016_1143_1167,0.772
2016_1143_1173,0.152
2016_1143_1181,0.232
2016_1143_1192,0.996
2016_1143_1195,0.992
2016_1143_1201,0.946
2016_1143_1211,0.424
2016_1143_1214,0.954
2016_1143_1218,0.696
2016_1143_1221,0.998
2016_1143_1231,0.258
2016_1143_1233,0.78
2016_1143_1234,0.126
2016_1143_1235,0.286
2016_1143_1242,0.104
2016_1143_1246,0.138
2016_1143_1268,0.046
2016_1143_1274,0.094
2016_1143_1276,0.488
2016_1143_1277,0.076
2016_1143_1292,0.892
2016_1143_1314,0.188
2016_1143_1320,0.788
2016_1143_1323,0.494
2016_1143_1328,0.124
2016_1143_1332,0.23
2016_1143_1333,0.622
2016_1143_1338,0.672
2016_1143_1344,0.618
2016_1143_1345,0.194
2016_1143_1355,0.838
2016_1143_1371,0.69
2016_1143_1372,0.856
2016_1143_1380,0.992
2016_1143_1386,0.17
2016_1143_1392,0.726
2016_1143_1393,0.35
2016_1143_1396,0.674
2016_1143_1400,0.334
2016_1143_1401,0.246
2016_1143_1403,0.458
2016_1143_1409,0.556
2016_1143_1421,0.854
2016_1143_1423,0.676
2016_1143_1425,0.486
2016_1143_1428,0.224
2016_1143_1433,0.826
2016_1143_1435,0.496
2016_1143_1437,0.09
2016_1143_1438,0.112
2016_1143_1451,0.94
2016_1143_1452,0.054
2016_1143_1453,0.974
2016_1143_1455,0.24
2016_1143_1458,0.558
2016_1143_1462,0.056
2016_1143_1463,0.598
2016_1151_1153,0.418
2016_1151_1160,0.388
2016_1151_1163,0.336
2016_1151_1167,0.87
2016_1151_1173,0.112
2016_1151_1181,0.182
2016_1151_1192,0.982
2016_1151_1195,0.968
2016_1151_1201,0.648
2016_1151_1211,0.258
2016_1151_1214,0.978
2016_1151_1218,0.442
2016_1151_1221,1.0
2016_1151_1231,0.152
2016_1151_1233,0.866
2016_1151_1234,0.204
2016_1151_1235,0.292
2016_1151_1242,0.248
2016_1151_1246,0.152
2016_1151_1268,0.17
2016_1151_1274,0.136
2016_1151_1276,0.268
2016_1151_1277,0.152
2016_1151_1292,0.87
2016_1151_1314,0.182
2016_1151_1320,0.954
2016_1151_1323,0.208
2016_1151_1328,0.236
2016_1151_1332,0.18
2016_1151_1333,0.442
2016_1151_1338,0.464
2016_1151_1344,0.324
2016_1151_1345,0.234
2016_1151_1355,0.538
2016_1151_1371,0.484
2016_1151_1372,0.766
2016_1151_1380,0.956
2016_1151_1386,0.296
2016_1151_1392,0.386
2016_1151_1393,0.194
2016_1151_1396,0.562
2016_1151_1400,0.144
2016_1151_1401,0.148
2016_1151_1403,0.308
2016_1151_1409,0.532
2016_1151_1421,0.764
2016_1151_1423,0.488
2016_1151_1425,0.204
2016_1151_1428,0.252
2016_1151_1433,0.49
2016_1151_1435,0.306
2016_1151_1437,0.062
2016_1151_1438,0.046
2016_1151_1451,0.826
2016_1151_1452,0.166
2016_1151_1453,0.774
2016_1151_1455,0.256
2016_1151_1458,0.388
2016_1151_1462,0.118
2016_1151_1463,0.424
2016_1153_1160,0.664
2016_1153_1163,0.376
2016_1153_1167,0.788
2016_1153_1173,0.29
2016_1153_1181,0.106
2016_1153_1192,0.98
2016_1153_1195,0.984
2016_1153_1201,0.938
2016_1153_1211,0.518
2016_1153_1214,0.97
2016_1153_1218,0.58
2016_1153_1221,1.0
2016_1153_1231,0.398
2016_1153_1233,0.644
2016_1153_1234,0.23
2016_1153_1235,0.374
2016_1153_1242,0.152
2016_1153_1246,0.136
2016_1153_1268,0.152
2016_1153_1274,0.162
2016_1153_1276,0.518
2016_1153_1277,0.168
2016_1153_1292,0.942
2016_1153_1314,0.368
2016_1153_1320,0.616
2016_1153_1323,0.446
2016_1153_1328,0.218
2016_1153_1332,0.334
2016_1153_1333,0.844
2016_1153_1338,0.588
2016_1153_1344,0.518
2016_1153_1345,0.246
2016_1153_1355,0.732
2016_1153_1371,0.568
2016_1153_1372,0.536
2016_1153_1380,0.986
2016_1153_1386,0.258
2016_1153_1392,0.628
2016_1153_1393,0.614
2016_1153_1396,0.85
2016_1153_1400,0.308
2016_1153_1401,0.434
2016_1153_1403,0.666
2016_1153_1409,0.688
2016_1153_1421,0.906
2016_1153_1423,0.676
2016_1153_1425,0.558
2016_1153_1428,0.476
2016_1153_1433,0.552
2016_1153_1435,0.42
2016_1153_1437,0.15
2016_1153_1438,0.156
2016_1153_1451,0.838
2016_1153_1452,0.122
2016_1153_1453,0.902
2016_1153_1455,0.474
2016_1153_1458,0.57
2016_1153_1462,0.122
2016_1153_1463,0.628
2016_1160_1163,0.544
2016_1160_1167,0.832
2016_1160_1173,0.246
2016_1160_1181,0.078
2016_1160_1192,0.994
2016_1160_1195,0.978
2016_1160_1201,0.778
2016_1160_1211,0.268
2016_1160_1214,0.976
2016_1160_1218,0.38
2016_1160_1221,0.996
2016_1160_1231,0.116
2016_1160_1233,0.79
2016_1160_1234,0.098
2016_1160_1235,0.148
2016_1160_1242,0.04
2016_1160_1246,0.07
2016_1160_1268,0.136
2016_1160_1274,0.056
2016_1160_1276,0.446
2016_1160_1277,0.094
2016_1160_1292,0.892
2016_1160_1314,0.144
2016_1160_1320,0.858
2016_1160_1323,0.27
2016_1160_1328,0.108
2016_1160_1332,0.032
2016_1160_1333,0.736
2016_1160_1338,0.686
2016_1160_1344,0.354
2016_1160_1345,0.148
2016_1160_1355,0.728
2016_1160_1371,0.494
2016_1160_1372,0.824
2016_1160_1380,0.972
2016_1160_1386,0.26
2016_1160_1392,0.616
2016_1160_1393,0.17
2016_1160_1396,0.578
2016_1160_1400,0.13
2016_1160_1401,0.148
2016_1160_1403,0.324
2016_1160_1409,0.24
2016_1160_1421,0.776
2016_1160_1423,0.71
2016_1160_1425,0.34
2016_1160_1428,0.216
2016_1160_1433,0.566
2016_1160_1435,0.602
2016_1160_1437,0.09
2016_1160_1438,0.038
2016_1160_1451,0.846
2016_1160_1452,0.168
2016_1160_1453,0.686
2016_1160_1455,0.35
2016_1160_1458,0.266
2016_1160_1462,0.124
2016_1160_1463,0.54
2016_1163_1167,0.854
2016_1163_1173,0.34
2016_1163_1181,0.16
2016_1163_1192,0.988
2016_1163_1195,0.994
2016_1163_1201,0.93
2016_1163_1211,0.682
2016_1163_1214,0.974
2016_1163_1218,0.63
2016_1163_1221,0.994
2016_1163_1231,0.494
2016_1163_1233,0.784
2016_1163_1234,0.216
2016_1163_1235,0.346
2016_1163_1242,0.092
2016_1163_1246,0.162
2016_1163_1268,0.13
2016_1163_1274,0.26
2016_1163_1276,0.51
2016_1163_1277,0.116
2016_1163_1292,0.948
2016_1163_1314,0.278
2016_1163_1320,0.654
2016_1163_1323,0.496
2016_1163_1328,0.154
2016_1163_1332,0.374
2016_1163_1333,0.85
2016_1163_1338,0.658
2016_1163_1344,0.596
2016_1163_1345,0.444
2016_1163_1355,0.698
2016_1163_1371,0.59
2016_1163_1372,0.534
2016_1163_1380,0.978
2016_1163_1386,0.444
2016_1163_1392,0.672
2016_1163_1393,0.776
2016_1163_1396,0.848
2016_1163_1400,0.376
2016_1163_1401,0.32
2016_1163_1403,0.626
2016_1163_1409,0.698
2016_1163_1421,0.942
2016_1163_1423,0.73
2016_1163_1425,0.546
2016_1163_1428,0.408
2016_1163_1433,0.588
2016_1163_1435,0.574
2016_1163_1437,0.158
2016_1163_1438,0.214
2016_1163_1451,0.862
2016_1163_1452,0.074
2016_1163_1453,0.93
2016_1163_1455,0.358
2016_1163_1458,0.758
2016_1163_1462,0.134
2016_1163_1463,0.6
2016_1167_1173,0.258
2016_1167_1181,0.234
2016_1167_1192,0.97
2016_1167_1195,0.71
2016_1167_1201,0.734
2016_1167_1211,0.204
2016_1167_1214,0.94
2016_1167_1218,0.168
2016_1167_1221,0.998
2016_1167_1231,0.294
2016_1167_1233,0.64
2016_1167_1234,0.32
2016_1167_1235,0.588
2016_1167_1242,0.116
2016_1167_1246,0.246
2016_1167_1268,0.058
2016_1167_1274,0.062
2016_1167_1276,0.058
2016_1167_1277,0.156
2016_1167_1292,0.532
2016_1167_1314,0.472
2016_1167_1320,0.47
2016_1167_1323,0.182
2016_1167_1328,0.212
2016_1167_1332,0.158
2016_1167_1333,0.264
2016_1167_1338,0.05
2016_1167_1344,0.198
2016_1167_1345,0.206
2016_1167_1355,0.208
2016_1167_1371,0.264
2016_1167_1372,0.22
2016_1167_1380,0.758
2016_1167_1386,0.124
2016_1167_1392,0.172
2016_1167_1393,0.092
2016_1167_1396,0.302
2016_1167_1400,0.148
2016_1167_1401,0.158
2016_1167_1403,0.058
2016_1167_1409,0.112
2016_1167_1421,0.71
2016_1167_1423,0.238
2016_1167_1425,0.204
2016_1167_1428,0.048
2016_1167_1433,0.226
2016_1167_1435,0.182
2016_1167_1437,0.026
2016_1167_1438,0.062
2016_1167_1451,0.718
2016_1167_1452,0.196
2016_1167_1453,0.762
2016_1167_1455,0.16
2016_1167_1458,0.202
2016_1167_1462,0.172
2016_1167_1463,0.176
2016_1173_1181,0.314
2016_1173_1192,0.992
2016_1173_1195,0.978
2016_1173_1201,0.924
2016_1173_1211,0.592
2016_1173_1214,0.988
2016_1173_1218,0.826
2016_1173_1221,1.0
2016_1173_1231,0.478
2016_1173_1233,0.746
2016_1173_1234,0.504
2016_1173_1235,0.484
2016_1173_1242,0.246
2016_1173_1246,0.518
2016_1173_1268,0.404
2016_1173_1274,0.348
2016_1173_1276,0.784
2016_1173_1277,0.25
2016_1173_1292,0.83
2016_1173_1314,0.594
2016_1173_1320,0.826
2016_1173_1323,0.602
2016_1173_1328,0.396
2016_1173_1332,0.532
2016_1173_1333,0.882
2016_1173_1338,0.828
2016_1173_1344,0.772
2016_1173_1345,0.548
2016_1173_1355,0.908
2016_1173_1371,0.742
2016_1173_1372,0.806
2016_1173_1380,0.984
2016_1173_1386,0.498
2016_1173_1392,0.816
2016_1173_1393,0.616
2016_1173_1396,0.9
2016_1173_1400,0.324
2016_1173_1401,0.448
2016_1173_1403,0.746
2016_1173_1409,0.924
2016_1173_1421,0.878
2016_1173_1423,0.882
2016_1173_1425,0.43
2016_1173_1428,0.696
2016_1173_1433,0.826
2016_1173_1435,0.63
2016_1173_1437,0.102
2016_1173_1438,0.218
2016_1173_1451,0.844
2016_1173_1452,0.39
2016_1173_1453,0.908
2016_1173_1455,0.592
2016_1173_1458,0.782
2016_1173_1462,0.272
2016_1173_1463,0.77
2016_1181_1192,0.998
2016_1181_1195,0.992
2016_1181_1201,0.84
2016_1181_1211,0.78
2016_1181_1214,0.65
2016_1181_1218,0.912
2016_1181_1221,0.996
2016_1181_1231,0.516
2016_1181_1233,0.928
2016_1181_1234,0.386
2016_1181_1235,0.71
2016_1181_1242,0.17
2016_1181_1246,0.598
2016_1181_1268,0.41
2016_1181_1274,0.31
2016_1181_1276,0.734
2016_1181_1277,0.344
2016_1181_1292,0.916
2016_1181_1314,0.506
2016_1181_1320,0.79
2016_1181_1323,0.76
2016_1181_1328,0.19
2016_1181_1332,0.58
2016_1181_1333,0.922
2016_1181_1338,0.858
2016_1181_1344,0.94
2016_1181_1345,0.54
2016_1181_1355,0.88
2016_1181_1371,0.846
2016_1181_1372,0.748
2016_1181_1380,0.952
2016_1181_1386,0.656
2016_1181_1392,0.936
2016_1181_1393,0.522
2016_1181_1396,0.86
2016_1181_1400,0.502
2016_1181_1401,0.57
2016_1181_1403,0.61
2016_1181_1409,0.802
2016_1181_1421,0.932
2016_1181_1423,0.828
2016_1181_1425,0.526
2016_1181_1428,0.578
2016_1181_1433,0.836
2016_1181_1435,0.828
2016_1181_1437,0.152
2016_1181_1438,0.248
2016_1181_1451,0.966
2016_1181_1452,0.378
2016_1181_1453,0.992
2016_1181_1455,0.756
2016_1181_1458,0.772
2016_1181_1462,0.504
2016_1181_1463,0.884
2016_1192_1195,0.26
2016_1192_1201,0.02
2016_1192_1211,0.006
2016_1192_1214,0.116
2016_1192_1218,0.008
2016_1192_1221,0.83
2016_1192_1231,0.0
2016_1192_1233,0.05
2016_1192_1234,0.0
2016_1192_1235,0.008
2016_1192_1242,0.0
2016_1192_1246,0.002
2016_1192_1268,0.004
2016_1192_1274,0.002
2016_1192_1276,0.0
2016_1192_1277,0.0
2016_1192_1292,0.018
2016_1192_1314,0.002
2016_1192_1320,0.022
2016_1192_1323,0.032
2016_1192_1328,0.002
2016_1192_1332,0.004
2016_1192_1333,0.006
2016_1192_1338,0.0
2016_1192_1344,0.004
2016_1192_1345,0.012
2016_1192_1355,0.012
2016_1192_1371,0.016
2016_1192_1372,0.006
2016_1192_1380,0.146
2016_1192_1386,0.006
2016_1192_1392,0.004
2016_1192_1393,0.002
2016_1192_1396,0.002
2016_1192_1400,0.002
2016_1192_1401,0.004
2016_1192_1403,0.004
2016_1192_1409,0.004
2016_1192_1421,0.058
2016_1192_1423,0.018
2016_1192_1425,0.002
2016_1192_1428,0.002
2016_1192_1433,0.026
2016_1192_1435,0.042
2016_1192_1437,0.002
2016_1192_1438,0.0
2016_1192_1451,0.068
2016_1192_1452,0.004
2016_1192_1453,0.1
2016_1192_1455,0.016
2016_1192_1458,0.0
2016_1192_1462,0.0
2016_1192_1463,0.006
2016_1195_1201,0.202
2016_1195_1211,0.008
2016_1195_1214,0.456
2016_1195_1218,0.02
2016_1195_1221,0.874
2016_1195_1231,0.004
2016_1195_1233,0.216
2016_1195_1234,0.0
2016_1195_1235,0.014
2016_1195_1242,0.002
2016_1195_1246,0.004
2016_1195_1268,0.008
2016_1195_1274,0.01
2016_1195_1276,0.072
2016_1195_1277,0.006
2016_1195_1292,0.096
2016_1195_1314,0.004
2016_1195_1320,0.116
2016_1195_1323,0.116
2016_1195_1328,0.002
2016_1195_1332,0.01
2016_1195_1333,0.028
2016_1195_1338,0.086
2016_1195_1344,0.012
2016_1195_1345,0.002
2016_1195_1355,0.046
2016_1195_1371,0.002
2016_1195_1372,0.08
2016_1195_1380,0.224
2016_1195_1386,0.006
2016_1195_1392,0.012
2016_1195_1393,0.004
2016_1195_1396,0.054
2016_1195_1400,0.002
2016_1195_1401,0.004
2016_1195_1403,0.01
2016_1195_1409,0.006
2016_1195_1421,0.108
2016_1195_1423,0.092
2016_1195_1425,0.028
2016_1195_1428,0.018
2016_1195_1433,0.012
2016_1195_1435,0.014
2016_1195_1437,0.002
2016_1195_1438,0.0
2016_1195_1451,0.244
2016_1195_1452,0.002
2016_1195_1453,0.288
2016_1195_1455,0.014
2016_1195_1458,0.008
2016_1195_1462,0.01
2016_1195_1463,0.012
2016_1201_1211,0.072
2016_1201_1214,0.744
2016_1201_1218,0.228
2016_1201_1221,0.982
2016_1201_1231,0.318
2016_1201_1233,0.416
2016_1201_1234,0.018
2016_1201_1235,0.254
2016_1201_1242,0.012
2016_1201_1246,0.022
2016_1201_1268,0.01
2016_1201_1274,0.02
2016_1201_1276,0.072
2016_1201_1277,0.014
2016_1201_1292,0.358
2016_1201_1314,0.084
2016_1201_1320,0.174
2016_1201_1323,0.14
2016_1201_1328,0.05
2016_1201_1332,0.18
2016_1201_1333,0.392
2016_1201_1338,0.064
2016_1201_1344,0.172
2016_1201_1345,0.06
2016_1201_1355,0.178
2016_1201_1371,0.136
2016_1201_1372,0.17
2016_1201_1380,0.612
2016_1201_1386,0.138
2016_1201_1392,0.186
2016_1201_1393,0.062
2016_1201_1396,0.298
2016_1201_1400,0.052
2016_1201_1401,0.042
2016_1201_1403,0.164
2016_1201_1409,0.248
2016_1201_1421,0.786
2016_1201_1423,0.258
2016_1201_1425,0.332
2016_1201_1428,0.116
2016_1201_1433,0.136
2016_1201_1435,0.078
2016_1201_1437,0.006
2016_1201_1438,0.008
2016_1201_1451,0.504
2016_1201_1452,0.04
2016_1201_1453,0.532
2016_1201_1455,0.042
2016_1201_1458,0.064
2016_1201_1462,0.042
2016_1201_1463,0.236
2016_1211_1214,0.964
2016_1211_1218,0.572
2016_1211_1221,1.0
2016_1211_1231,0.35
2016_1211_1233,0.816
2016_1211_1234,0.078
2016_1211_1235,0.506
2016_1211_1242,0.06
2016_1211_1246,0.06
2016_1211_1268,0.056
2016_1211_1274,0.064
2016_1211_1276,0.61
2016_1211_1277,0.082
2016_1211_1292,0.892
2016_1211_1314,0.114
2016_1211_1320,0.828
2016_1211_1323,0.504
2016_1211_1328,0.052
2016_1211_1332,0.296
2016_1211_1333,0.742
2016_1211_1338,0.72
2016_1211_1344,0.62
2016_1211_1345,0.194
2016_1211_1355,0.894
2016_1211_1371,0.766
2016_1211_1372,0.874
2016_1211_1380,0.99
2016_1211_1386,0.204
2016_1211_1392,0.72
2016_1211_1393,0.512
2016_1211_1396,0.82
2016_1211_1400,0.47
2016_1211_1401,0.372
2016_1211_1403,0.336
2016_1211_1409,0.618
2016_1211_1421,0.87
2016_1211_1423,0.752
2016_1211_1425,0.59
2016_1211_1428,0.346
2016_1211_1433,0.646
2016_1211_1435,0.748
2016_1211_1437,0.062
2016_1211_1438,0.156
2016_1211_1451,0.89
2016_1211_1452,0.074
2016_1211_1453,0.974
2016_1211_1455,0.332
2016_1211_1458,0.798
2016_1211_1462,0.04
2016_1211_1463,0.644
2016_1214_1218,0.052
2016_1214_1221,0.798
2016_1214_1231,0.122
2016_1214_1233,0.296
2016_1214_1234,0.164
2016_1214_1235,0.306
2016_1214_1242,0.016
2016_1214_1246,0.152
2016_1214_1268,0.004
2016_1214_1274,0.018
2016_1214_1276,0.12
2016_1214_1277,0.112
2016_1214_1292,0.288
2016_1214_1314,0.134
2016_1214_1320,0.202
2016_1214_1323,0.178
2016_1214_1328,0.04
2016_1214_1332,0.11
2016_1214_1333,0.028
2016_1214_1338,0.182
2016_1214_1344,0.028
2016_1214_1345,0.058
