Season,Daynum,Wteam,Wscore,Team,Lscore,Wloc,Numot,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg
2003,152,1242,94,1266,61,N,0,14.96667,23,7,0.485286,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7
2003,136,1266,72,1221,68,N,0,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6,3.642857,18.64286
2003,138,1266,101,1281,92,N,1,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6,3.642857,18.64286
2003,143,1266,77,1338,74,N,0,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6,3.642857,18.64286
2003,145,1266,83,1246,69,N,0,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6,3.642857,18.64286
2003,136,1281,72,1356,71,N,0,5.290323,21,10,0.441962,0.356923,0.65897,39.3871,13.74194,13.6129,5.709677,4.322581,16.87097
2003,136,1323,70,1454,69,N,0,8.903226,22,9,0.448698,0.380741,0.759887,38.25806,16.90323,12.77419,7.451613,5.645161,16.22581
2003,138,1323,68,1228,60,N,0,8.903226,22,9,0.448698,0.380741,0.759887,38.25806,16.90323,12.77419,7.451613,5.645161,16.22581
2003,136,1328,71,1354,54,N,0,11,24,6,0.446934,0.393673,0.707885,37.1,14.16667,11.8,6.933333,3.766667,18.6
2003,138,1328,74,1143,65,N,0,11,24,6,0.446934,0.393673,0.707885,37.1,14.16667,11.8,6.933333,3.766667,18.6
2003,144,1328,65,1139,54,N,0,11,24,6,0.446934,0.393673,0.707885,37.1,14.16667,11.8,6.933333,3.766667,18.6
2003,136,1390,77,1360,69,N,0,5.290323,23,8,0.441912,0.357737,0.675466,38.87097,14.64516,14.32258,5.516129,3.354839,18.51613
2003,136,1409,84,1173,71,N,0,8.258065,22,9,0.46267,0.362676,0.727121,36.96774,14.77419,14.32258,7.580645,5,17.32258
2003,136,1458,81,1451,74,N,0,12.03448,22,7,0.464491,0.359127,0.741135,32.86207,13.31034,10.51724,6.965517,2.827586,14.82759
2003,138,1458,61,1409,60,N,0,12.03448,22,7,0.464491,0.359127,0.741135,32.86207,13.31034,10.51724,6.965517,2.827586,14.82759
2003,137,1120,65,1386,63,N,1,4.533333,19,11,0.469835,0.344898,0.662162,34.5,13.4,15.9,8.033333,4.966667,16.36667
2003,139,1120,68,1448,62,N,0,4.533333,19,11,0.469835,0.344898,0.662162,34.5,13.4,15.9,8.033333,4.966667,16.36667
2003,137,1139,47,1280,46,N,0,7.655172,24,5,0.475153,0.388013,0.722917,28.2069,12.96552,10.41379,6.344828,1.862069,16.06897
2003,139,1139,79,1257,71,N,0,7.655172,24,5,0.475153,0.388013,0.722917,28.2069,12.96552,10.41379,6.344828,1.862069,16.06897
2003,137,1196,85,1358,55,N,0,11.22581,24,7,0.476598,0.392128,0.705281,35.06452,16.41935,13.3871,7.774194,4.096774,16.90323
2003,137,1231,67,1104,62,N,0,3.53125,20,12,0.426621,0.348266,0.712707,36.84375,13.8125,11.5,4.4375,5.34375,18.0625
2003,137,1246,95,1237,64,N,0,13.4375,29,3,0.487426,0.355932,0.706767,37.03125,16.1875,14.0625,7.8125,5.09375,17.375
2003,139,1246,74,1428,54,N,0,13.4375,29,3,0.487426,0.355932,0.706767,37.03125,16.1875,14.0625,7.8125,5.09375,17.375
2003,143,1246,63,1458,57,N,0,13.4375,29,3,0.487426,0.355932,0.706767,37.03125,16.1875,14.0625,7.8125,5.09375,17.375
2003,137,1257,86,1122,64,N,0,13.36667,24,6,0.459726,0.360399,0.695883,38.3,16.6,13.36667,7.2,4.733333,22.66667
2003,137,1268,75,1423,73,N,0,13.92857,19,9,0.464487,0.397895,0.703642,40.5,18.89286,14.10714,10.89286,6.607143,19
2003,139,1268,77,1462,64,N,0,13.92857,19,9,0.464487,0.397895,0.703642,40.5,18.89286,14.10714,10.89286,6.607143,19
2003,137,1277,79,1160,64,N,0,6.258065,19,12,0.450758,0.366265,0.734694,34.93548,13.6129,14.54839,6.387097,3.709677,20.03226
2003,139,1277,68,1196,46,N,0,6.258065,19,12,0.450758,0.366265,0.734694,34.93548,13.6129,14.54839,6.387097,3.709677,20.03226
2003,144,1277,60,1268,58,N,0,6.258065,19,12,0.450758,0.366265,0.734694,34.93548,13.6129,14.54839,6.387097,3.709677,20.03226
2003,137,1329,77,1335,63,N,0,6.517241,20,9,0.444928,0.375,0.651235,36.44828,12.24138,14.65517,8.793103,5.586207,20.13793
2003,137,1338,87,1447,61,N,0,15.76667,26,4,0.502181,0.358349,0.635965,36.66667,17.76667,15.1,8.066667,4.1,17.96667
2003,139,1338,74,1231,52,N,0,15.76667,26,4,0.502181,0.358349,0.635965,36.66667,17.76667,15.1,8.066667,4.1,17.96667
2003,137,1345,80,1261,56,N,0,6.5,18,10,0.436638,0.329493,0.7507,33.85714,12.25,13.82143,7.178571,2.928571,19.82143
2003,137,1393,76,1264,65,N,0,10.2069,24,5,0.470067,0.330435,0.693431,41.2069,14.96552,13.62069,8.310345,7.275862,16.58621
2003,139,1393,68,1329,56,N,0,10.2069,24,5,0.470067,0.330435,0.693431,41.2069,14.96552,13.62069,8.310345,7.275862,16.58621
2003,144,1393,79,1120,78,N,0,10.2069,24,5,0.470067,0.330435,0.693431,41.2069,14.96552,13.62069,8.310345,7.275862,16.58621
2003,146,1393,63,1328,47,N,0,10.2069,24,5,0.470067,0.330435,0.693431,41.2069,14.96552,13.62069,8.310345,7.275862,16.58621
2003,152,1393,95,1400,84,N,0,10.2069,24,5,0.470067,0.330435,0.693431,41.2069,14.96552,13.62069,8.310345,7.275862,16.58621
2003,154,1393,81,1242,78,N,0,10.2069,24,5,0.470067,0.330435,0.693431,41.2069,14.96552,13.62069,8.310345,7.275862,16.58621
2003,137,1400,82,1421,61,N,0,10.17857,22,6,0.448513,0.348936,0.714715,42.32143,14.5,13.42857,6.392857,3.857143,20.35714
2003,139,1400,77,1345,67,N,0,10.17857,22,6,0.448513,0.348936,0.714715,42.32143,14.5,13.42857,6.392857,3.857143,20.35714
2003,144,1400,82,1163,78,N,0,10.17857,22,6,0.448513,0.348936,0.714715,42.32143,14.5,13.42857,6.392857,3.857143,20.35714
2003,146,1400,85,1277,76,N,0,10.17857,22,6,0.448513,0.348936,0.714715,42.32143,14.5,13.42857,6.392857,3.857143,20.35714
2003,137,1428,60,1332,58,N,0,6.733333,23,7,0.456636,0.381883,0.703901,33.33333,13.2,12.7,4.666667,3.766667,20.1
2003,137,1448,76,1190,73,N,0,10.7931,24,5,0.456627,0.344358,0.752591,41.68966,14.58621,15.10345,6.413793,4.37931,18.48276
2003,137,1462,71,1407,59,N,0,12.26667,25,5,0.452703,0.362101,0.746922,39.43333,16.4,13.03333,5.466667,3.033333,15.76667
2004,134,1197,72,1250,57,N,0,-1.86667,14,16,0.413628,0.346995,0.713315,33.96667,12.7,16.93333,8.333333,1.6,21.9
2004,136,1104,65,1356,64,N,0,4.758621,17,12,0.452665,0.383333,0.698738,35.31034,11.86207,13.27586,6.448276,3.103448,18.34483
2004,138,1104,70,1390,67,N,0,4.758621,17,12,0.452665,0.383333,0.698738,35.31034,11.86207,13.27586,6.448276,3.103448,18.34483
2004,143,1104,80,1393,71,N,0,4.758621,17,12,0.452665,0.383333,0.698738,35.31034,11.86207,13.27586,6.448276,3.103448,18.34483
2004,136,1163,70,1436,53,N,0,15.15152,27,6,0.48089,0.40038,0.616192,44.78788,18.24242,13.78788,6.151515,8.727273,16.06061
2004,138,1163,72,1177,55,N,0,15.15152,27,6,0.48089,0.40038,0.616192,44.78788,18.24242,13.78788,6.151515,8.727273,16.06061
2004,143,1163,73,1435,53,N,0,15.15152,27,6,0.48089,0.40038,0.616192,44.78788,18.24242,13.78788,6.151515,8.727273,16.06061
2004,145,1163,87,1104,71,N,0,15.15152,27,6,0.48089,0.40038,0.616192,44.78788,18.24242,13.78788,6.151515,8.727273,16.06061
2004,152,1163,79,1181,78,N,0,15.15152,27,6,0.48089,0.40038,0.616192,44.78788,18.24242,13.78788,6.151515,8.727273,16.06061
2004,154,1163,82,1210,73,N,0,15.15152,27,6,0.48089,0.40038,0.616192,44.78788,18.24242,13.78788,6.151515,8.727273,16.06061
2004,136,1177,76,1173,69,N,2,3.2,21,9,0.469762,0.362559,0.703883,35.83333,13.73333,13.43333,5.7,2.366667,17.4
2004,136,1181,96,1106,61,N,0,14.78125,27,5,0.471406,0.368,0.731324,36.25,14.25,14.1875,9.34375,6.8125,18.71875
2004,138,1181,90,1371,62,N,0,14.78125,27,5,0.471406,0.368,0.731324,36.25,14.25,14.1875,9.34375,6.8125,18.71875
2004,144,1181,72,1228,62,N,0,14.78125,27,5,0.471406,0.368,0.731324,36.25,14.25,14.1875,9.34375,6.8125,18.71875
2004,146,1181,66,1462,63,N,0,14.78125,27,5,0.471406,0.368,0.731324,36.25,14.25,14.1875,9.34375,6.8125,18.71875
2004,136,1211,76,1434,49,N,0,16.41379,27,2,0.514985,0.414474,0.756241,39.48276,18.2069,13.55172,6.275862,3.793103,15.93103
2004,136,1264,75,1196,60,N,0,10.89655,24,5,0.441599,0.367841,0.759577,34.86207,10.7931,13,9.448276,4.172414,20.31034
2004,136,1268,86,1431,83,N,0,5.6,19,11,0.440838,0.334783,0.626459,41.5,14.03333,15.13333,8.733333,6.766667,19.5
2004,136,1305,72,1277,66,N,0,9.333333,22,8,0.455474,0.340326,0.714485,38.86667,14.23333,13,6.5,4.7,18.3
2004,138,1305,91,1211,72,N,0,9.333333,22,8,0.455474,0.340326,0.714485,38.86667,14.23333,13,6.5,4.7,18.3
2004,136,1314,63,1102,52,N,0,7.607143,18,10,0.462396,0.354086,0.679775,40,18.35714,15.64286,9.607143,4.214286,18.5
2004,136,1371,80,1112,76,N,0,7.821429,19,9,0.459171,0.353814,0.716878,37.10714,13.25,13.14286,6.785714,3.142857,18.10714
2004,136,1386,82,1251,63,N,0,16.28571,27,1,0.478616,0.406855,0.702752,32.92857,16.53571,11.71429,9.142857,3.571429,17.03571
2004,138,1386,70,1403,65,N,0,16.28571,27,1,0.478616,0.406855,0.702752,32.92857,16.53571,11.71429,9.142857,3.571429,17.03571
2004,143,1386,84,1448,80,N,0,16.28571,27,1,0.478616,0.406855,0.702752,32.92857,16.53571,11.71429,9.142857,3.571429,17.03571
2004,136,1390,71,1427,45,N,0,13.23333,29,1,0.484185,0.366197,0.752,36.3,16.36667,13.96667,6.366667,4.433333,17.26667
2004,136,1393,80,1140,75,N,0,6.107143,21,7,0.46324,0.311856,0.636364,38.64286,15.35714,12.78571,7.892857,6.857143,17.64286
2004,138,1393,72,1268,70,N,0,6.107143,21,7,0.46324,0.311856,0.636364,38.64286,15.35714,12.78571,7.892857,6.857143,17.64286
2004,136,1400,66,1343,49,N,0,10.73333,23,7,0.44066,0.360424,0.675595,41.4,13.83333,11.86667,6.966667,3.9,19.43333
2004,138,1400,78,1314,75,N,0,10.73333,23,7,0.44066,0.360424,0.675595,41.4,13.83333,11.86667,6.966667,3.9,19.43333
2004,136,1403,76,1150,73,N,0,6.96875,22,10,0.464171,0.33908,0.737705,34,14.75,12.46875,8.25,3.53125,16.71875
2004,136,1448,79,1433,78,N,0,8.178571,19,9,0.471631,0.382826,0.713147,37.53571,15.75,15.03571,9.25,3.25,20.82143
2004,138,1448,84,1264,80,N,0,8.178571,19,9,0.471631,0.382826,0.713147,37.53571,15.75,15.03571,9.25,3.25,20.82143
2004,137,1130,58,1428,51,N,0,5,23,9,0.453536,0.319149,0.678663,36.53125,15.90625,13.375,7.03125,3.03125,15.90625
2004,137,1153,80,1190,77,N,0,14,24,6,0.457417,0.384752,0.667618,37.26667,16.03333,12.1,7.9,5.066667,19.43333
2004,137,1210,65,1320,60,N,0,10.78125,23,9,0.470021,0.374194,0.692935,37.46875,15.78125,15.46875,8.84375,4.84375,21.21875
2004,139,1210,57,1130,54,N,0,10.78125,23,9,0.470021,0.374194,0.692935,37.46875,15.78125,15.46875,8.84375,4.84375,21.21875
2004,144,1210,72,1305,67,N,0,10.78125,23,9,0.470021,0.374194,0.692935,37.46875,15.78125,15.46875,8.84375,4.84375,21.21875
2004,146,1210,79,1242,71,N,1,10.78125,23,9,0.470021,0.374194,0.692935,37.46875,15.78125,15.46875,8.84375,4.84375,21.21875
2004,152,1210,67,1329,65,N,0,10.78125,23,9,0.470021,0.374194,0.692935,37.46875,15.78125,15.46875,8.84375,4.84375,21.21875
2004,137,1228,72,1293,53,N,0,9.733333,24,6,0.464535,0.341584,0.69606,34.96667,16.76667,12.56667,6.833333,3.8,19.1
2004,139,1228,92,1153,68,N,0,9.733333,24,6,0.464535,0.341584,0.69606,34.96667,16.76667,12.56667,6.833333,3.8,19.1
2004,137,1242,78,1227,53,N,0,6.678571,20,8,0.463145,0.334719,0.706954,38.57143,17.25,14.42857,6.892857,4.928571,20.46429
2004,139,1242,78,1334,63,N,0,6.678571,20,8,0.463145,0.334719,0.706954,38.57143,17.25,14.42857,6.892857,4.928571,20.46429
2004,144,1242,100,1412,74,N,0,6.678571,20,8,0.463145,0.334719,0.706954,38.57143,17.25,14.42857,6.892857,4.928571,20.46429
2004,137,1246,96,1197,76,N,0,10.33333,26,4,0.469208,0.354962,0.696246,35.83333,15.6,14.5,7.9,3.366667,18.43333
2004,137,1272,59,1376,43,N,0,7.642857,21,7,0.422046,0.359882,0.661538,38.60714,14.28571,12.92857,7.464286,5.107143,18.21429
2004,137,1280,85,1284,52,N,0,10.82143,25,3,0.467643,0.354207,0.662704,40.85714,13.67857,15.46429,9.178571,4.5,16.25
2004,137,1301,61,1418,52,N,0,8.137931,20,9,0.45196,0.343262,0.798246,33.72414,14.86207,13.75862,6.965517,2.344828,18.51724
2004,137,1329,75,1186,56,N,0,14.31034,26,3,0.512852,0.378378,0.695385,35.55172,16.06897,13.44828,7.862069,3.586207,19.41379
2004,139,1329,70,1272,53,N,0,14.31034,26,3,0.512852,0.378378,0.695385,35.55172,16.06897,13.44828,7.862069,3.586207,19.41379
2004,143,1329,63,1338,51,N,0,14.31034,26,3,0.512852,0.378378,0.695385,35.55172,16.06897,13.44828,7.862069,3.586207,19.41379
2004,145,1329,64,1386,62,N,0,14.31034,26,3,0.512852,0.378378,0.695385,35.55172,16.06897,13.44828,7.862069,3.586207,19.41379
2004,137,1334,66,1344,58,N,0,5.366667,23,7,0.468687,0.355422,0.737609,33.53333,14.3,14.1,5.833333,3.2,16.9
2004,137,1338,53,1416,44,N,0,12.78125,28,4,0.481287,0.314554,0.652308,36.625,15.0625,12.4375,5.875,4.90625,14.5
2004,139,1338,59,1458,55,N,0,12.78125,28,4,0.481287,0.314554,0.652308,36.625,15.0625,12.4375,5.875,4.90625,14.5
2004,137,1412,102,1449,100,N,0,7.551724,20,9,0.44315,0.330404,0.653913,35.03448,17.58621,13.62069,11.75862,3.724138,20.93103
2004,139,1412,76,1246,75,N,0,7.551724,20,9,0.44315,0.330404,0.653913,35.03448,17.58621,13.62069,11.75862,3.724138,20.93103
2004,137,1435,71,1444,58,N,0,9.1,21,9,0.448576,0.361111,0.712887,35.63333,16.63333,12.76667,7.566667,3.5,17.8
2004,139,1435,75,1301,73,N,0,9.1,21,9,0.448576,0.361111,0.712887,35.63333,16.63333,12.76667,7.566667,3.5,17.8
2004,137,1458,76,1350,64,N,0,11.96667,24,6,0.448363,0.329545,0.716952,32.96667,13.4,9.933333,6.966667,2.8,15.4
2004,137,1462,80,1257,70,N,0,8.060606,23,10,0.441176,0.369661,0.67916,35.48485,13.48485,12.54545,7.030303,2.242424,16.63636
2004,139,1462,89,1280,74,N,0,8.060606,23,10,0.441176,0.369661,0.67916,35.48485,13.48485,12.54545,7.030303,2.242424,16.63636
2004,144,1462,79,1400,71,N,0,8.060606,23,10,0.441176,0.369661,0.67916,35.48485,13.48485,12.54545,7.030303,2.242424,16.63636
2005,134,1324,79,1105,69,N,0,-3.13793,11,18,0.446835,0.334559,0.662295,32.51724,14.72414,12.03448,6.965517,2.482759,17.65517
2005,136,1112,66,1429,53,N,0,10.12121,27,6,0.470848,0.402135,0.778317,37,16.57576,14.84848,8.242424,3.575758,16.45455
2005,138,1112,85,1412,63,N,0,10.12121,27,6,0.470848,0.402135,0.778317,37,16.57576,14.84848,8.242424,3.575758,16.45455
2005,143,1112,79,1329,78,N,0,10.12121,27,6,0.470848,0.402135,0.778317,37,16.57576,14.84848,8.242424,3.575758,16.45455
2005,136,1130,85,1335,65,N,0,8.107143,24,4,0.451674,0.329412,0.712991,37.78571,17.39286,12.92857,7.25,4.107143,14.89286
2005,136,1153,76,1234,64,N,0,12,24,7,0.438781,0.347458,0.692951,41.45161,15,13.45161,5.483871,6.870968,17.67742
2005,136,1211,74,1457,64,N,0,9.896552,25,4,0.506009,0.390374,0.746367,38.17241,15.82759,13.55172,5.586207,3.448276,17.41379
2005,136,1228,67,1192,55,N,0,17.30303,32,1,0.48869,0.399166,0.724382,34.36364,18.57576,11.12121,7.636364,3.424242,15.51515
2005,138,1228,71,1305,59,N,0,17.30303,32,1,0.48869,0.399166,0.724382,34.36364,18.57576,11.12121,7.636364,3.424242,15.51515
2005,143,1228,77,1454,63,N,0,17.30303,32,1,0.48869,0.399166,0.724382,34.36364,18.57576,11.12121,7.636364,3.424242,15.51515
2005,145,1228,90,1112,89,N,1,17.30303,32,1,0.48869,0.399166,0.724382,34.36364,18.57576,11.12121,7.636364,3.424242,15.51515
2005,152,1228,72,1257,57,N,0,17.30303,32,1,0.48869,0.399166,0.724382,34.36364,18.57576,11.12121,7.636364,3.424242,15.51515
2005,136,1246,72,1184,64,N,0,11.83333,25,5,0.459007,0.337931,0.663551,35.6,15.26667,13.03333,9.4,4.433333,16.8
2005,138,1246,69,1153,60,N,0,11.83333,25,5,0.459007,0.337931,0.663551,35.6,15.26667,13.03333,9.4,4.433333,16.8
2005,144,1246,62,1428,52,N,0,11.83333,25,5,0.459007,0.337931,0.663551,35.6,15.26667,13.03333,9.4,4.433333,16.8
2005,136,1305,61,1400,57,N,0,7.034483,23,6,0.461687,0.270833,0.706294,39.37931,15.06897,14.58621,6.689655,5.172414,15.72414
2005,136,1328,84,1310,67,N,0,12.3871,24,7,0.482739,0.384191,0.684466,35.19355,15.87097,13.80645,8.83871,4.16129,18.25806
2005,136,1334,79,1338,71,N,0,8.862069,26,3,0.5,0.379668,0.746193,35.7931,14.96552,13.93103,5.103448,3.241379,14.44828
2005,136,1403,78,1417,66,N,0,7.966667,20,10,0.473184,0.40176,0.763889,34.86667,16.83333,12.86667,7.766667,3.966667,17.03333
2005,138,1403,71,1211,69,N,0,7.966667,20,10,0.473184,0.40176,0.763889,34.86667,16.83333,12.86667,7.766667,3.966667,17.03333
2005,136,1412,82,1261,68,N,0,6.258065,21,10,0.454885,0.352332,0.698061,33,15.67742,13.3871,11.77419,3.064516,19.35484
2005,136,1428,60,1431,54,N,0,10.43333,25,5,0.508584,0.368272,0.731669,33.96667,14.43333,14.43333,5.933333,2.833333,14.46667
2005,138,1428,67,1328,58,N,0,10.43333,25,5,0.508584,0.368272,0.731669,33.96667,14.43333,14.43333,5.933333,2.833333,14.46667
2005,136,1448,70,1151,54,N,0,11.29032,26,5,0.492651,0.404844,0.685512,39.64516,15.87097,14.54839,8.612903,3.645161,19.29032
2005,136,1449,88,1285,77,N,0,12.80645,26,5,0.484143,0.390203,0.732733,37.51613,19.35484,14.6129,8.354839,2.612903,20.67742
2005,138,1449,97,1334,79,N,0,12.80645,26,5,0.484143,0.390203,0.732733,37.51613,19.35484,14.6129,8.354839,2.612903,20.67742
2005,136,1452,63,1166,61,N,0,4.516129,21,10,0.442308,0.348428,0.738878,30.67742,16.19355,11.3871,8.16129,3.741935,14.64516
2005,138,1452,111,1448,105,N,2,4.516129,21,10,0.442308,0.348428,0.738878,30.67742,16.19355,11.3871,8.16129,3.741935,14.64516
2005,143,1452,65,1403,60,N,0,4.516129,21,10,0.442308,0.348428,0.738878,30.67742,16.19355,11.3871,8.16129,3.741935,14.64516
2005,136,1454,83,1104,73,N,0,9.814815,22,5,0.440127,0.346026,0.700173,36.62963,13.51852,13.66667,8.296296,3.518519,19.44444
2005,138,1454,83,1130,75,N,0,9.814815,22,5,0.440127,0.346026,0.700173,36.62963,13.51852,13.66667,8.296296,3.518519,19.44444
2005,137,1137,64,1242,63,N,0,5.129032,22,9,0.44527,0.376147,0.697819,31.77419,12.45161,15.77419,8,3,18.87097
2005,137,1163,77,1416,71,N,0,11.86207,22,7,0.460272,0.351415,0.69726,46.13793,17.41379,15.2069,6.172414,9.137931,15.82759
2005,137,1181,57,1175,46,N,0,13.96667,25,5,0.448451,0.384835,0.712182,38.43333,13.2,13.6,8.766667,6.866667,18.43333
2005,139,1181,63,1280,55,N,0,13.96667,25,5,0.448451,0.384835,0.712182,38.43333,13.2,13.6,8.766667,6.866667,18.43333
2005,137,1196,67,1325,62,N,0,14.13333,23,7,0.488146,0.393162,0.699405,37.33333,15.03333,13.63333,7.033333,4.466667,18.2
2005,137,1210,80,1203,68,N,0,8.266667,19,11,0.453054,0.328996,0.686657,39.46667,14.96667,15.3,8.266667,5.3,20.13333
2005,137,1235,64,1278,53,N,0,4.241379,18,11,0.440964,0.293151,0.691275,34.96552,14.24138,12.93103,9.482759,3.793103,16.68966
2005,137,1257,68,1418,62,N,0,17.90323,27,4,0.464709,0.403509,0.728232,39.12903,15.93548,14.3871,9.064516,3.935484,18.58065
2005,139,1257,76,1210,54,N,0,17.90323,27,4,0.464709,0.403509,0.728232,39.12903,15.93548,14.3871,9.064516,3.935484,18.58065
2005,143,1257,93,1449,79,N,0,17.90323,27,4,0.464709,0.403509,0.728232,39.12903,15.93548,14.3871,9.064516,3.935484,18.58065
2005,145,1257,93,1452,85,N,1,17.90323,27,4,0.464709,0.403509,0.728232,39.12903,15.93548,14.3871,9.064516,3.935484,18.58065
2005,137,1277,89,1330,81,N,0,14.71429,22,6,0.495847,0.360225,0.775439,36.03571,17.85714,13.85714,7.714286,2.678571,19.28571
2005,139,1277,72,1436,61,N,0,14.71429,22,6,0.495847,0.360225,0.775439,36.03571,17.85714,13.85714,7.714286,2.678571,19.28571
2005,144,1277,78,1181,68,N,0,14.71429,22,6,0.495847,0.360225,0.775439,36.03571,17.85714,13.85714,7.714286,2.678571,19.28571
2005,146,1277,94,1246,88,N,2,14.71429,22,6,0.495847,0.360225,0.775439,36.03571,17.85714,13.85714,7.714286,2.678571,19.28571
2005,137,1280,93,1390,70,N,0,6.4375,22,10,0.444807,0.332143,0.665772,40.96875,14.15625,15.125,6.9375,3.21875,15.4375
2005,137,1301,75,1150,63,N,0,7.46875,19,13,0.458998,0.36921,0.695652,32.53125,15.3125,12.28125,7.0625,4.34375,18.84375
2005,139,1301,65,1163,62,N,0,7.46875,19,13,0.458998,0.36921,0.695652,32.53125,15.3125,12.28125,7.0625,4.34375,18.84375
2005,137,1314,96,1324,68,N,0,18.51613,27,4,0.49632,0.40035,0.734954,40.32258,19.32258,16.67742,10.3871,3.83871,18.12903
2005,139,1314,92,1235,65,N,0,18.51613,27,4,0.49632,0.40035,0.734954,40.32258,19.32258,16.67742,10.3871,3.83871,18.12903
2005,144,1314,67,1437,66,N,0,18.51613,27,4,0.49632,0.40035,0.734954,40.32258,19.32258,16.67742,10.3871,3.83871,18.12903
2005,146,1314,88,1458,82,N,0,18.51613,27,4,0.49632,0.40035,0.734954,40.32258,19.32258,16.67742,10.3871,3.83871,18.12903
2005,152,1314,87,1277,71,N,0,18.51613,27,4,0.49632,0.40035,0.734954,40.32258,19.32258,16.67742,10.3871,3.83871,18.12903
2005,154,1314,75,1228,70,N,0,18.51613,27,4,0.49632,0.40035,0.734954,40.32258,19.32258,16.67742,10.3871,3.83871,18.12903
2005,137,1329,63,1368,50,N,0,12.24138,23,6,0.496296,0.410822,0.77265,34.2069,16.62069,13.86207,6.965517,2.689655,18.55172
2005,139,1329,85,1356,77,N,0,12.24138,23,6,0.496296,0.410822,0.77265,34.2069,16.62069,13.86207,6.965517,2.689655,18.55172
2005,137,1356,65,1388,56,N,0,6.78125,25,7,0.448624,0.36699,0.7463,32.96875,13.40625,12.8125,8.875,2.875,19.1875
2005,137,1436,60,1393,57,N,1,10.66667,24,6,0.441672,0.360169,0.719928,37.9,15.8,11.86667,6.733333,1.9,15.83333
2005,137,1437,55,1307,47,N,0,11.10345,22,7,0.443046,0.369176,0.741042,36.86207,12.37931,12.62069,8.241379,5.689655,18.41379
2005,139,1437,76,1196,65,N,0,11.10345,22,7,0.443046,0.369176,0.741042,36.86207,12.37931,12.62069,8.241379,5.689655,18.41379
2005,137,1458,57,1320,52,N,0,7.533333,22,8,0.437186,0.385435,0.667763,35.06667,13.06667,11.46667,5.466667,1.966667,15.33333
2005,139,1458,71,1137,62,N,0,7.533333,22,8,0.437186,0.385435,0.667763,35.06667,13.06667,11.46667,5.466667,1.966667,15.33333
