Year,Daynum,WinLoss,team_id,Wscore,Lteam,Lscore,Wloc,Numot,PointDiff,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins_x,Losses_x,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,Team_Name,Rank,Team,Conference,Wins_y,Losses_y,Seed,Pyth,AdjustO,AdjustO Rank,AdjustD,AdjustD Rank,AdjustT,AdjustT Rank,Luck,Luck Rank,SOS Pyth,SOS Pyth Rank,SOS OppO,SOS OppO Rank,SOS OppD,SOS OppD Rank,NCSOS Pyth,NCSOS Pyth Rank
2003,136,1,1143,76,1301,74,N,1,2,4.724138,21,8,0.465649,0.37651799999999996,0.685512,35.62069,16.0,14.172410000000001,6.551724,2.793103,17.10345,4.4,18,12,0.45625,0.354074,0.770358,31.76667,14.666670000000002,14.2,7.766667,3.066667,18.66667,0.32413800000000004,3,-4,0.009399,0.022444,-0.084846,3.85402,1.33333,-0.027589999999999996,-1.214943,-0.273564,-1.56322,california,42,California,P10,22,9,8.0,0.8022,109.1,37,96.6,65,67.2,225,0.062,42,0.6686,49,105.4,22,99.2,78,0.4992,155
2003,138,0,1143,65,1328,74,N,0,-9,4.724138,21,8,0.465649,0.37651799999999996,0.685512,35.62069,16.0,14.172410000000001,6.551724,2.793103,17.10345,11.0,24,6,0.446934,0.393673,0.707885,37.1,14.166670000000002,11.8,6.933333,3.766667,18.6,-6.275862,-3,2,0.018715,-0.017155,-0.022373,-1.4793100000000001,1.83333,2.37241,-0.38160900000000003,-0.973564,-1.49655,california,42,California,P10,22,9,8.0,0.8022,109.1,37,96.6,65,67.2,225,0.062,42,0.6686,49,105.4,22,99.2,78,0.4992,155
2003,136,1,1163,58,1140,53,N,0,5,8.633333,21,9,0.474812,0.386412,0.674208,42.66667,15.633329999999999,15.8,5.933333,7.733333,18.4,8.774194,23,8,0.46884799999999993,0.384,0.753004,35.29032,13.41935,13.74194,6.935484,2.5161290000000003,21.41935,-0.140861,-2,1,0.005964,0.002412,-0.078796,7.37635,2.21398,2.05806,-1.002151,5.217204,-3.01935,connecticut,18,Connecticut,BE,23,10,5.0,0.8849,110.5,24,92.5,19,72.5,32,0.004,154,0.706,24,106.2,7,98.4,52,0.4245,228
2003,138,1,1163,85,1390,74,N,0,11,8.633333,21,9,0.474812,0.386412,0.674208,42.66667,15.633329999999999,15.8,5.933333,7.733333,18.4,5.290323,23,8,0.44191199999999997,0.35773699999999997,0.675466,38.87097,14.64516,14.322579999999999,5.516129,3.354839,18.51613,3.34301,-2,1,0.0329,0.028675,-0.001258,3.7957,0.9881700000000001,1.4774200000000002,0.417204,4.378494,-0.11613,connecticut,18,Connecticut,BE,23,10,5.0,0.8849,110.5,24,92.5,19,72.5,32,0.004,154,0.706,24,106.2,7,98.4,52,0.4245,228
2003,144,0,1163,78,1400,82,N,0,-4,8.633333,21,9,0.474812,0.386412,0.674208,42.66667,15.633329999999999,15.8,5.933333,7.733333,18.4,10.17857,22,6,0.448513,0.348936,0.714715,42.32143,14.5,13.42857,6.392857,3.857143,20.35714,-1.545237,-1,3,0.026299,0.037476,-0.040507,0.34524,1.13333,2.37143,-0.459524,3.8761900000000002,-1.95714,connecticut,18,Connecticut,BE,23,10,5.0,0.8849,110.5,24,92.5,19,72.5,32,0.004,154,0.706,24,106.2,7,98.4,52,0.4245,228
2003,136,1,1181,67,1161,57,N,0,10,11.56667,24,6,0.45359099999999997,0.355987,0.709026,36.86667,13.833329999999998,14.03333,8.5,5.133333,21.26667,1.333333,17,13,0.506718,0.363112,0.700549,34.26667,15.5,16.133329999999997,5.3333330000000005,4.233333,20.566670000000002,10.233336999999999,7,-7,-0.053127,-0.007125,0.008477,2.6,-1.66667,-2.1,3.166667,0.9,0.7,duke,7,Duke,ACC,26,7,3.0,0.9184,113.8,11,92.2,16,71.8,48,-0.03,245,0.6829999999999999,37,105.5,21,98.7,62,0.4453,207
2003,138,1,1181,86,1141,60,N,0,26,11.56667,24,6,0.45359099999999997,0.355987,0.709026,36.86667,13.833329999999998,14.03333,8.5,5.133333,21.26667,6.103448,23,6,0.505236,0.380769,0.765753,33.86207,15.62069,18.24138,7.103447999999999,4.0,20.96552,5.463222,1,0,-0.051645,-0.024782,-0.056727,3.0046,-1.7873599999999998,-4.20805,1.396552,1.133333,0.30115,duke,7,Duke,ACC,26,7,3.0,0.9184,113.8,11,92.2,16,71.8,48,-0.03,245,0.6829999999999999,37,105.5,21,98.7,62,0.4453,207
2003,143,0,1181,65,1242,69,N,0,-4,11.56667,24,6,0.45359099999999997,0.355987,0.709026,36.86667,13.833329999999998,14.03333,8.5,5.133333,21.26667,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,-3.4,1,-1,-0.031695,0.016364,0.04328,-4.33333,-2.9,-0.86667,-1.63333,0.23333299999999998,4.566669999999999,duke,7,Duke,ACC,26,7,3.0,0.9184,113.8,11,92.2,16,71.8,48,-0.03,245,0.6829999999999999,37,105.5,21,98.7,62,0.4453,207
2003,136,1,1211,74,1153,69,N,0,5,8.870968,23,8,0.470041,0.375635,0.721204,37.25806,15.74194,14.54839,6.806452,3.5161290000000003,18.64516,5.821429,17,11,0.403907,0.342491,0.689884,35.535709999999995,12.28571,10.60714,5.178571,4.25,18.96429,3.0495389999999998,6,-3,0.066134,0.033144,0.03132,1.72235,3.45623,3.94125,1.627881,-0.733871,-0.31913,gonzaga,34,Gonzaga,WCC,24,9,9.0,0.8227,111.8,20,97.8,86,68.5,162,-0.021,217,0.6019,89,102.9,112,99.3,83,0.6349,44
2003,138,0,1211,95,1112,96,N,2,-1,8.870968,23,8,0.470041,0.375635,0.721204,37.25806,15.74194,14.54839,6.806452,3.5161290000000003,18.64516,14.96429,25,3,0.461413,0.350534,0.701429,42.82143,17.64286,14.78571,8.464286,4.214286,17.75,-6.093322,-2,5,0.008628,0.025101,0.019775,-5.56337,-1.9009200000000002,-0.23731999999999998,-1.657834,-0.6981569999999999,0.8951600000000001,gonzaga,34,Gonzaga,WCC,24,9,9.0,0.8227,111.8,20,97.8,86,68.5,162,-0.021,217,0.6019,89,102.9,112,99.3,83,0.6349,44
2003,136,1,1228,65,1443,60,N,0,5,14.03333,24,6,0.485663,0.368595,0.722513,35.13333,18.26667,13.166670000000002,7.0,3.1,19.133329999999997,6.677419,23,8,0.459896,0.366564,0.66208,35.41935,14.19355,15.16129,7.064516,3.5483870000000004,18.451610000000002,7.355911,1,-2,0.025767,0.002031,0.06043300000000001,-0.28602,4.073119999999999,-1.99462,-0.06451599999999999,-0.448387,0.68172,illinois,6,Illinois,B10,25,7,4.0,0.9223,111.4,23,89.9,8,68.9,141,-0.029,242,0.6573,55,104.1,65,98.4,51,0.3825,262
2003,138,0,1228,60,1323,68,N,0,-8,14.03333,24,6,0.485663,0.368595,0.722513,35.13333,18.26667,13.166670000000002,7.0,3.1,19.133329999999997,8.903226,22,9,0.44869799999999993,0.380741,0.759887,38.25806,16.903229999999997,12.774189999999999,7.451613,5.645161,16.22581,5.130104,2,-3,0.036965,-0.012145999999999999,-0.037374,-3.12473,1.36344,0.39248,-0.451613,-2.5451610000000002,2.90752,illinois,6,Illinois,B10,25,7,4.0,0.9223,111.4,23,89.9,8,68.9,141,-0.029,242,0.6573,55,104.1,65,98.4,51,0.3825,262
2003,136,1,1242,64,1429,61,N,0,3,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,5.866667,22,8,0.456354,0.332418,0.718287,35.0,13.9,12.23333,5.066667,2.0,16.1,9.100003,1,-1,0.028932,0.007205,-0.052541,6.2,2.83333,2.66667,5.066663,2.9,0.6,kansas,3,Kansas,B12,30,8,2.0,0.9466,113.1,15,88.1,4,73.1,21,-0.017,208,0.7564,2,107.1,2,97.1,11,0.6223,54
2003,138,1,1242,108,1113,76,N,0,32,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,6.7931029999999994,18,11,0.478182,0.317808,0.669737,37.0,15.551720000000001,14.0,5.2068970000000006,4.241379,19.41379,8.173567,5,-4,0.007104000000000001,0.021815,-0.003991,4.2,1.18161,0.9,4.926433,0.658621,-2.71379,kansas,3,Kansas,B12,30,8,2.0,0.9466,113.1,15,88.1,4,73.1,21,-0.017,208,0.7564,2,107.1,2,97.1,11,0.6223,54
2003,143,1,1242,69,1181,65,N,0,4,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,11.56667,24,6,0.45359099999999997,0.355987,0.709026,36.86667,13.833329999999998,14.03333,8.5,5.133333,21.26667,3.4,-1,1,0.031695,-0.016364,-0.04328,4.33333,2.9,0.86667,1.63333,-0.23333299999999998,-4.566669999999999,kansas,3,Kansas,B12,30,8,2.0,0.9466,113.1,15,88.1,4,73.1,21,-0.017,208,0.7564,2,107.1,2,97.1,11,0.6223,54
2003,145,1,1242,78,1112,75,N,0,3,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,14.96429,25,3,0.461413,0.350534,0.701429,42.82143,17.64286,14.78571,8.464286,4.214286,17.75,0.00238,-2,4,0.023873,-0.010911,-0.035683,-1.62143,-0.90953,0.11429,1.669044,0.685714,-1.05,kansas,3,Kansas,B12,30,8,2.0,0.9466,113.1,15,88.1,4,73.1,21,-0.017,208,0.7564,2,107.1,2,97.1,11,0.6223,54
2003,152,1,1242,94,1266,61,N,0,33,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6.0,3.642857,18.64286,4.2523800000000005,0,2,0.0014759999999999999,-0.039768,-0.104299,4.0214300000000005,0.4119,1.32857,4.13333,1.2571430000000001,-1.9428599999999998,kansas,3,Kansas,B12,30,8,2.0,0.9466,113.1,15,88.1,4,73.1,21,-0.017,208,0.7564,2,107.1,2,97.1,11,0.6223,54
2003,154,0,1242,78,1393,81,N,0,-3,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,10.2069,24,5,0.470067,0.330435,0.693431,41.2069,14.965520000000001,13.62069,8.310345,7.275861999999999,16.58621,4.75977,-1,2,0.015219,0.009188,-0.027685,-0.0069,1.7678099999999999,1.27931,1.8229849999999999,-2.3758619999999997,0.11379,kansas,3,Kansas,B12,30,8,2.0,0.9466,113.1,15,88.1,4,73.1,21,-0.017,208,0.7564,2,107.1,2,97.1,11,0.6223,54
2003,136,1,1266,72,1221,68,N,0,4,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6.0,3.642857,18.64286,11.13793,25,4,0.459124,0.359813,0.705607,36.37931,15.413789999999999,13.931029999999998,7.965517,4.482759,18.37931,-0.42363999999999996,-2,1,0.024686000000000003,0.019578,0.064438,0.7992600000000001,0.90764,-0.3596,-1.9655169999999997,-0.839902,0.26355,marquette,10,Marquette,CUSA,27,6,3.0,0.8959999999999999,119.7,2,99.3,119,67.2,224,0.07,29,0.672,46,104.3,58,98.0,40,0.4682,178
2003,138,1,1266,101,1281,92,N,1,9,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6.0,3.642857,18.64286,5.290323,21,10,0.44196199999999997,0.356923,0.65897,39.3871,13.74194,13.6129,5.709677,4.322581,16.87097,5.423967,2,-5,0.041848,0.022468000000000002,0.111075,-2.20853,2.5794900000000003,-0.04147,0.290323,-0.679724,1.7718900000000002,marquette,10,Marquette,CUSA,27,6,3.0,0.8959999999999999,119.7,2,99.3,119,67.2,224,0.07,29,0.672,46,104.3,58,98.0,40,0.4682,178
2003,143,1,1266,77,1338,74,N,0,3,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6.0,3.642857,18.64286,15.766670000000001,26,4,0.502181,0.358349,0.635965,36.66667,17.76667,15.1,8.066667,4.1,17.96667,-5.05238,-3,1,-0.018371000000000002,0.021041999999999998,0.13408,0.5119,-1.4452399999999999,-1.52857,-2.066667,-0.457143,0.67619,marquette,10,Marquette,CUSA,27,6,3.0,0.8959999999999999,119.7,2,99.3,119,67.2,224,0.07,29,0.672,46,104.3,58,98.0,40,0.4682,178
2003,145,1,1266,83,1246,69,N,0,14,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6.0,3.642857,18.64286,13.4375,29,3,0.487426,0.355932,0.706767,37.03125,16.1875,14.0625,7.8125,5.09375,17.375,-2.72321,-6,2,-0.003616,0.023459,0.063278,0.14732,0.13393,-0.49107,-1.8125,-1.450893,1.26786,marquette,10,Marquette,CUSA,27,6,3.0,0.8959999999999999,119.7,2,99.3,119,67.2,224,0.07,29,0.672,46,104.3,58,98.0,40,0.4682,178
2003,152,0,1266,61,1242,94,N,0,-33,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6.0,3.642857,18.64286,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,-4.2523800000000005,0,-2,-0.0014759999999999999,0.039768,0.104299,-4.0214300000000005,-0.4119,-1.32857,-4.13333,-1.2571430000000001,1.9428599999999998,marquette,10,Marquette,CUSA,27,6,3.0,0.8959999999999999,119.7,2,99.3,119,67.2,224,0.07,29,0.672,46,104.3,58,98.0,40,0.4682,178
2003,136,1,1281,72,1356,71,N,0,1,5.290323,21,10,0.44196199999999997,0.356923,0.65897,39.3871,13.74194,13.6129,5.709677,4.322581,16.87097,6.433333,24,6,0.472926,0.385263,0.706186,33.3,13.566670000000002,12.5,7.966667,3.2,19.33333,-1.14301,-3,4,-0.030964,-0.028339999999999997,-0.047216,6.0871,0.17527,1.1129,-2.25699,1.122581,-2.46236,missouri,25,Missouri,B12,22,11,6.0,0.8488,110.3,26,95.0,42,67.5,206,0.044,67,0.7526,4,105.6,17,95.9,1,0.5912,77
2003,138,0,1281,92,1266,101,N,1,-9,5.290323,21,10,0.44196199999999997,0.356923,0.65897,39.3871,13.74194,13.6129,5.709677,4.322581,16.87097,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6.0,3.642857,18.64286,-5.423967,-2,5,-0.041848,-0.022468000000000002,-0.111075,2.20853,-2.5794900000000003,0.04147,-0.290323,0.679724,-1.7718900000000002,missouri,25,Missouri,B12,22,11,6.0,0.8488,110.3,26,95.0,42,67.5,206,0.044,67,0.7526,4,105.6,17,95.9,1,0.5912,77
2003,136,1,1323,70,1454,69,N,0,1,8.903226,22,9,0.44869799999999993,0.380741,0.759887,38.25806,16.903229999999997,12.774189999999999,7.451613,5.645161,16.22581,7.1666669999999995,23,7,0.473106,0.356269,0.690513,34.53333,17.1,14.866670000000001,8.8,3.6,20.133329999999997,1.736559,-1,2,-0.024408000000000003,0.024472,0.069374,3.72473,-0.19677,-2.09248,-1.348387,2.0451610000000002,-3.90752,notre dame,20,Notre Dame,BE,24,10,5.0,0.8759,115.3,6,97.3,74,70.8,74,0.009000000000000001,138,0.7528,3,106.0,9,96.3,3,0.5945,72
2003,138,1,1323,68,1228,60,N,0,8,8.903226,22,9,0.44869799999999993,0.380741,0.759887,38.25806,16.903229999999997,12.774189999999999,7.451613,5.645161,16.22581,14.03333,24,6,0.485663,0.368595,0.722513,35.13333,18.26667,13.166670000000002,7.0,3.1,19.133329999999997,-5.130104,-2,3,-0.036965,0.012145999999999999,0.037374,3.12473,-1.36344,-0.39248,0.451613,2.5451610000000002,-2.90752,notre dame,20,Notre Dame,BE,24,10,5.0,0.8759,115.3,6,97.3,74,70.8,74,0.009000000000000001,138,0.7528,3,106.0,9,96.3,3,0.5945,72
2003,143,0,1323,71,1112,88,N,0,-17,8.903226,22,9,0.44869799999999993,0.380741,0.759887,38.25806,16.903229999999997,12.774189999999999,7.451613,5.645161,16.22581,14.96429,25,3,0.461413,0.350534,0.701429,42.82143,17.64286,14.78571,8.464286,4.214286,17.75,-6.061064,-3,6,-0.012715,0.030206999999999998,0.058458,-4.56337,-0.73963,-2.01152,-1.012673,1.430875,-1.52419,notre dame,20,Notre Dame,BE,24,10,5.0,0.8759,115.3,6,97.3,74,70.8,74,0.009000000000000001,138,0.7528,3,106.0,9,96.3,3,0.5945,72
2003,136,1,1328,71,1354,54,N,0,17,11.0,24,6,0.446934,0.393673,0.707885,37.1,14.166670000000002,11.8,6.933333,3.766667,18.6,1.533333,20,10,0.456162,0.334052,0.698966,37.23333,10.26667,19.46667,8.0,2.9,20.73333,9.466667,4,-4,-0.009228,0.059621,0.008919,-0.13333,3.9,-7.66667,-1.066667,0.866667,-2.13333,oklahoma,9,Oklahoma,B12,27,7,1.0,0.9106,109.3,33,89.4,7,64.1,300,0.034,82,0.698,29,105.2,28,97.8,31,0.4446,208
2003,138,1,1328,74,1143,65,N,0,9,11.0,24,6,0.446934,0.393673,0.707885,37.1,14.166670000000002,11.8,6.933333,3.766667,18.6,4.724138,21,8,0.465649,0.37651799999999996,0.685512,35.62069,16.0,14.172410000000001,6.551724,2.793103,17.10345,6.275862,3,-2,-0.018715,0.017155,0.022373,1.4793100000000001,-1.83333,-2.37241,0.38160900000000003,0.973564,1.49655,oklahoma,9,Oklahoma,B12,27,7,1.0,0.9106,109.3,33,89.4,7,64.1,300,0.034,82,0.698,29,105.2,28,97.8,31,0.4446,208
2003,144,1,1328,65,1139,54,N,0,11,11.0,24,6,0.446934,0.393673,0.707885,37.1,14.166670000000002,11.8,6.933333,3.766667,18.6,7.655172,24,5,0.475153,0.388013,0.722917,28.2069,12.96552,10.413789999999999,6.344828,1.862069,16.06897,3.3448279999999997,0,1,-0.028219,0.00566,-0.015031999999999998,8.8931,1.20115,1.38621,0.5885050000000001,1.904598,2.53103,oklahoma,9,Oklahoma,B12,27,7,1.0,0.9106,109.3,33,89.4,7,64.1,300,0.034,82,0.698,29,105.2,28,97.8,31,0.4446,208
2003,146,0,1328,47,1393,63,N,0,-16,11.0,24,6,0.446934,0.393673,0.707885,37.1,14.166670000000002,11.8,6.933333,3.766667,18.6,10.2069,24,5,0.470067,0.330435,0.693431,41.2069,14.965520000000001,13.62069,8.310345,7.275861999999999,16.58621,0.7931,0,1,-0.023133,0.063238,0.014454,-4.1069,-0.79885,-1.8206900000000001,-1.3770120000000001,-3.5091949999999996,2.01379,oklahoma,9,Oklahoma,B12,27,7,1.0,0.9106,109.3,33,89.4,7,64.1,300,0.034,82,0.698,29,105.2,28,97.8,31,0.4446,208
2003,136,1,1390,77,1360,69,N,0,8,5.290323,23,8,0.44191199999999997,0.35773699999999997,0.675466,38.87097,14.64516,14.322579999999999,5.516129,3.354839,18.51613,3.107143,17,11,0.47098100000000004,0.384158,0.6580729999999999,37.89286,16.39286,18.17857,5.392857,3.428571,20.14286,2.18318,6,-3,-0.029069,-0.026420999999999997,0.017393000000000002,0.97811,-1.7477,-3.8559900000000003,0.123272,-0.073732,-1.62673,stanford,37,Stanford,P10,24,9,4.0,0.8122,108.7,45,95.7,58,67.1,227,0.066,36,0.6786,40,105.0,41,98.4,54,0.5851,81
2003,138,0,1390,74,1163,85,N,0,-11,5.290323,23,8,0.44191199999999997,0.35773699999999997,0.675466,38.87097,14.64516,14.322579999999999,5.516129,3.354839,18.51613,8.633333,21,9,0.474812,0.386412,0.674208,42.66667,15.633329999999999,15.8,5.933333,7.733333,18.4,-3.34301,2,-1,-0.0329,-0.028675,0.001258,-3.7957,-0.9881700000000001,-1.4774200000000002,-0.417204,-4.378494,0.11613,stanford,37,Stanford,P10,24,9,4.0,0.8122,108.7,45,95.7,58,67.1,227,0.066,36,0.6786,40,105.0,41,98.4,54,0.5851,81
2003,136,1,1409,84,1173,71,N,0,13,8.258065,22,9,0.46266999999999997,0.362676,0.727121,36.96774,14.774189999999999,14.322579999999999,7.580645,5.0,17.32258,6.482759,24,5,0.451654,0.360331,0.7155819999999999,36.65517,15.2069,13.31034,5.37931,2.931034,17.58621,1.775306,-2,4,0.011016,0.002345,0.011539,0.31256999999999996,-0.43271000000000004,1.01224,2.201335,2.068966,-0.26363000000000003,tulsa,49,Tulsa,WAC,23,10,13.0,0.7915,106.6,66,94.9,41,68.7,151,-0.061,291,0.5171,141,101.6,160,101.0,136,0.5894,80
