Season,Team,AvgPointSpread,Wins,Losses,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg
2003,1462,12.26667,25,5,0.452703,0.362101,0.746922,39.43333,16.4,13.03333,5.466667,3.033333,15.76667
2003,1390,5.290323,23,8,0.441912,0.357737,0.675466,38.87097,14.64516,14.32258,5.516129,3.354839,18.51613
2003,1163,8.633333,21,9,0.474812,0.386412,0.674208,42.66667,15.63333,15.8,5.933333,7.733333,18.4
2003,1268,13.92857,19,9,0.464487,0.397895,0.703642,40.5,18.89286,14.10714,10.89286,6.607143,19
2003,1277,6.258065,19,12,0.450758,0.366265,0.734694,34.93548,13.6129,14.54839,6.387097,3.709677,20.03226
2003,1261,10.32258,21,10,0.486819,0.383486,0.647727,35.12903,16.3871,13.87097,8,4.16129,16.35484
2003,1345,6.5,18,10,0.436638,0.329493,0.7507,33.85714,12.25,13.82143,7.178571,2.928571,19.82143
2003,1160,5.451613,20,11,0.443451,0.325581,0.675202,42.45161,13.3871,14,6.129032,6.645161,17.70968
2003,1423,11.76667,24,6,0.461584,0.367754,0.688645,33.1,14.66667,11.46667,9.2,1.9,18.43333
2003,1140,8.774194,23,8,0.468848,0.384,0.753004,35.29032,13.41935,13.74194,6.935484,2.516129,21.41935
2003,1360,3.107143,17,11,0.470981,0.384158,0.658073,37.89286,16.39286,18.17857,5.392857,3.428571,20.14286
2003,1407,8.8,25,5,0.432143,0.334118,0.687713,39.76667,15.06667,13.73333,9.533333,5.2,16.6
2003,1358,6.518519,21,6,0.455239,0.358607,0.710236,36.74074,15.59259,15.7037,7.814815,5.592593,19.59259
2003,1411,1.966667,18,12,0.447527,0.320721,0.619952,37.96667,14.2,15.23333,6.433333,2.233333,18.3
2003,1421,-7.24138,13,16,0.429265,0.360153,0.762768,35.44828,13.03448,16.2069,7.068966,3,19.10345
2003,1246,13.4375,29,3,0.487426,0.355932,0.706767,37.03125,16.1875,14.0625,7.8125,5.09375,17.375
2003,1338,15.76667,26,4,0.502181,0.358349,0.635965,36.66667,17.76667,15.1,8.066667,4.1,17.96667
2003,1266,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6,3.642857,18.64286
2003,1173,6.482759,24,5,0.451654,0.360331,0.715582,36.65517,15.2069,13.31034,5.37931,2.931034,17.58621
2003,1458,12.03448,22,7,0.464491,0.359127,0.741135,32.86207,13.31034,10.51724,6.965517,2.827586,14.82759
2003,1281,5.290323,21,10,0.441962,0.356923,0.65897,39.3871,13.74194,13.6129,5.709677,4.322581,16.87097
2003,1231,3.53125,20,12,0.426621,0.348266,0.712707,36.84375,13.8125,11.5,4.4375,5.34375,18.0625
2003,1332,8.25,23,9,0.46119,0.391304,0.776097,35.875,17.46875,15.21875,8.03125,2.78125,20.9375
2003,1428,6.733333,23,7,0.456636,0.381883,0.703901,33.33333,13.2,12.7,4.666667,3.766667,20.1
2003,1104,4.285714,17,11,0.420362,0.320144,0.709898,37.5,12.10714,13.28571,6.607143,3.785714,18.03571
2003,1356,6.433333,24,6,0.472926,0.385263,0.706186,33.3,13.56667,12.5,7.966667,3.2,19.33333
2003,1451,7.034483,25,4,0.465753,0.335227,0.734228,33.10345,14.27586,12.44828,6.758621,0.655172,18.86207
2003,1409,8.258065,22,9,0.46267,0.362676,0.727121,36.96774,14.77419,14.32258,7.580645,5,17.32258
2003,1221,11.13793,25,4,0.459124,0.359813,0.705607,36.37931,15.41379,13.93103,7.965517,4.482759,18.37931
2003,1447,4.096774,21,10,0.472036,0.383803,0.729097,34.35484,16.09677,14.96774,7.516129,2.806452,17.58065
2003,1237,0.84375,19,13,0.453071,0.34958,0.701657,32.59375,13.375,15.90625,8.1875,1.8125,19.34375
2003,1112,14.96429,25,3,0.461413,0.350534,0.701429,42.82143,17.64286,14.78571,8.464286,4.214286,17.75
2003,1242,14.96667,23,7,0.485286,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7
2003,1181,11.56667,24,6,0.453591,0.355987,0.709026,36.86667,13.83333,14.03333,8.5,5.133333,21.26667
2003,1228,14.03333,24,6,0.485663,0.368595,0.722513,35.13333,18.26667,13.16667,7,3.1,19.13333
2003,1323,8.903226,22,9,0.448698,0.380741,0.759887,38.25806,16.90323,12.77419,7.451613,5.645161,16.22581
2003,1166,14.90909,29,4,0.499473,0.389053,0.69289,34.06061,16.81818,13.36364,8.393939,4.454545,17.27273
2003,1272,8.689655,23,6,0.437931,0.348797,0.653614,40.03448,16.62069,13.7931,7.37931,5.068966,18.75862
2003,1153,5.821429,17,11,0.403907,0.342491,0.689884,35.53571,12.28571,10.60714,5.178571,4.25,18.96429
2003,1211,8.870968,23,8,0.470041,0.375635,0.721204,37.25806,15.74194,14.54839,6.806452,3.516129,18.64516
2003,1113,6.793103,18,11,0.478182,0.317808,0.669737,37,15.55172,14,5.206897,4.241379,19.41379
2003,1141,6.103448,23,6,0.505236,0.380769,0.765753,33.86207,15.62069,18.24138,7.103448,4,20.96552
2003,1454,7.166667,23,7,0.473106,0.356269,0.690513,34.53333,17.1,14.86667,8.8,3.6,20.13333
2003,1443,6.677419,23,8,0.459896,0.366564,0.66208,35.41935,14.19355,15.16129,7.064516,3.548387,18.45161
2003,1161,1.333333,17,13,0.506718,0.363112,0.700549,34.26667,15.5,16.13333,5.333333,4.233333,20.56667
2003,1429,5.866667,22,8,0.456354,0.332418,0.718287,35,13.9,12.23333,5.066667,2,16.1
2003,1436,4.655172,19,10,0.444444,0.340757,0.657848,38.68966,14.2069,14.06897,6.862069,2.965517,15.89655
2004,1181,14.78125,27,5,0.471406,0.368,0.731324,36.25,14.25,14.1875,9.34375,6.8125,18.71875
2004,1280,10.82143,25,3,0.467643,0.354207,0.662704,40.85714,13.67857,15.46429,9.178571,4.5,16.25
2004,1400,10.73333,23,7,0.44066,0.360424,0.675595,41.4,13.83333,11.86667,6.966667,3.9,19.43333
2004,1153,14,24,6,0.457417,0.384752,0.667618,37.26667,16.03333,12.1,7.9,5.066667,19.43333
2004,1228,9.733333,24,6,0.464535,0.341584,0.69606,34.96667,16.76667,12.56667,6.833333,3.8,19.1
2004,1314,7.607143,18,10,0.462396,0.354086,0.679775,40,18.35714,15.64286,9.607143,4.214286,18.5
2004,1462,8.060606,23,10,0.441176,0.369661,0.67916,35.48485,13.48485,12.54545,7.030303,2.242424,16.63636
2004,1371,7.821429,19,9,0.459171,0.353814,0.716878,37.10714,13.25,13.14286,6.785714,3.142857,18.10714
2004,1112,9.103448,20,9,0.484881,0.384201,0.786054,39.58621,18.89655,14.96552,6.965517,4.551724,16.06897
2004,1257,12.37931,20,9,0.420307,0.339207,0.748408,37.93103,15.24138,13.89655,8.344828,5.206897,20.44828
2004,1102,9.75,22,6,0.482583,0.381029,0.709091,21.5,13.25,10.78571,7.785714,2.357143,16.64286
2004,1293,11.4,25,5,0.496359,0.333333,0.713396,37.53333,18.83333,13.8,7.666667,4.266667,18.06667
2004,1190,7.689655,24,5,0.463883,0.354508,0.67737,37.72414,15.37931,16.17241,10.93103,5.586207,16.86207
2004,1343,5.692308,19,7,0.478978,0.343545,0.711628,30.76923,13.11538,13.5,6.653846,3.269231,18.11538
2004,1284,1.875,21,11,0.419189,0.350309,0.746313,33.375,13.8125,13.40625,7.65625,2.625,17.53125
2004,1106,0.833333,16,14,0.422025,0.334004,0.65727,34.46667,10.26667,17.2,7.066667,3.133333,18.7
2004,1390,13.23333,29,1,0.484185,0.366197,0.752,36.3,16.36667,13.96667,6.366667,4.433333,17.26667
2004,1163,15.15152,27,6,0.48089,0.40038,0.616192,44.78788,18.24242,13.78788,6.151515,8.727273,16.06061
2004,1301,8.137931,20,9,0.45196,0.343262,0.798246,33.72414,14.86207,13.75862,6.965517,2.344828,18.51724
2004,1268,5.6,19,11,0.440838,0.334783,0.626459,41.5,14.03333,15.13333,8.733333,6.766667,19.5
2004,1393,6.107143,21,7,0.46324,0.311856,0.636364,38.64286,15.35714,12.78571,7.892857,6.857143,17.64286
2004,1435,9.1,21,9,0.448576,0.361111,0.712887,35.63333,16.63333,12.76667,7.566667,3.5,17.8
2004,1177,3.2,21,9,0.469762,0.362559,0.703883,35.83333,13.73333,13.43333,5.7,2.366667,17.4
2004,1104,4.758621,17,12,0.452665,0.383333,0.698738,35.31034,11.86207,13.27586,6.448276,3.103448,18.34483
2004,1356,8.37931,25,4,0.444639,0.328897,0.68785,35.41379,14.10345,12.06897,10.27586,3.103448,19.37931
2004,1173,3.875,24,8,0.45171,0.326923,0.670029,38,14.9375,14.28125,4.53125,2.84375,17.09375
2004,1444,13.26667,26,4,0.46314,0.379859,0.72028,38.03333,15.46667,13.3,8.766667,2.733333,19.36667
2004,1140,6.814815,19,8,0.486757,0.345238,0.729064,33.40741,14.66667,14,7.185185,3.259259,19.11111
2004,1431,8.241379,22,7,0.470588,0.378261,0.746459,34.34483,16.27586,13.55172,7,2.62069,17.06897
2004,1418,6.384615,18,8,0.463303,0.372174,0.686654,33.61538,16.11538,14.53846,8.692308,2.115385,18.65385
2004,1436,4.3,22,8,0.426103,0.328205,0.678899,36.53333,14.56667,12.56667,7,2.866667,15.26667
2004,1427,-0.21429,16,12,0.429836,0.360806,0.701937,37.5,12.60714,17.10714,6.892857,2.785714,19.82143
2004,1386,16.28571,27,1,0.478616,0.406855,0.702752,32.92857,16.53571,11.71429,9.142857,3.571429,17.03571
2004,1329,14.31034,26,3,0.512852,0.378378,0.695385,35.55172,16.06897,13.44828,7.862069,3.586207,19.41379
2004,1338,12.78125,28,4,0.481287,0.314554,0.652308,36.625,15.0625,12.4375,5.875,4.90625,14.5
2004,1448,8.178571,19,9,0.471631,0.382826,0.713147,37.53571,15.75,15.03571,9.25,3.25,20.82143
2004,1196,7.833333,20,10,0.482676,0.37963,0.752525,35.16667,16.26667,14.66667,6.533333,3.133333,18.86667
2004,1458,11.96667,24,6,0.448363,0.329545,0.716952,32.96667,13.4,9.933333,6.966667,2.8,15.4
2004,1272,7.642857,21,7,0.422046,0.359882,0.661538,38.60714,14.28571,12.92857,7.464286,5.107143,18.21429
2004,1403,6.96875,22,10,0.464171,0.33908,0.737705,34,14.75,12.46875,8.25,3.53125,16.71875
2004,1150,7.896552,21,8,0.450487,0.343465,0.644788,40.93103,16.2069,15.31034,8.724138,2.965517,18.89655
2004,1376,8.151515,23,10,0.435992,0.330383,0.673591,36.33333,14.84848,13.21212,8.939394,5.242424,18
2004,1350,5.53125,20,12,0.409431,0.306261,0.724409,35.46875,12.15625,13.0625,7.09375,4.375,18.6875
2004,1264,10.89655,24,5,0.441599,0.367841,0.759577,34.86207,10.7931,13,9.448276,4.172414,20.31034
2004,1433,7.233333,23,7,0.473939,0.386275,0.603993,37.73333,13,16.43333,6.733333,3.866667,17.56667
2004,1416,8.310345,24,5,0.457921,0.353519,0.722567,36.27586,16.68966,15.13793,8.827586,4.827586,18.17241
2004,1186,1.892857,16,12,0.476944,0.376087,0.703448,30.32143,15.71429,15.21429,6.357143,1.5,20.32143
2004,1251,1.741935,17,14,0.427217,0.304065,0.68325,37.3871,13.77419,15.80645,8.774194,3.322581,19.41935
2004,1246,10.33333,26,4,0.469208,0.354962,0.696246,35.83333,15.6,14.5,7.9,3.366667,18.43333
2004,1211,16.41379,27,2,0.514985,0.414474,0.756241,39.48276,18.2069,13.55172,6.275862,3.793103,15.93103
2004,1210,10.78125,23,9,0.470021,0.374194,0.692935,37.46875,15.78125,15.46875,8.84375,4.84375,21.21875
2004,1242,6.678571,20,8,0.463145,0.334719,0.706954,38.57143,17.25,14.42857,6.892857,4.928571,20.46429
2004,1344,7.178571,20,8,0.453298,0.368159,0.716636,33.57143,15.89286,14.92857,9.285714,5.035714,16.10714
2004,1130,5,23,9,0.453536,0.319149,0.678663,36.53125,15.90625,13.375,7.03125,3.03125,15.90625
2004,1277,4.103448,18,11,0.495219,0.40393,0.769366,30.48276,14.72414,14.62069,7.068966,1.862069,20.82759
2004,1449,3.2,19,11,0.462913,0.355191,0.713528,35.4,16.06667,15.2,7.333333,2.866667,21.23333
2004,1412,7.551724,20,9,0.44315,0.330404,0.653913,35.03448,17.58621,13.62069,11.75862,3.724138,20.93103
2004,1305,9.333333,22,8,0.455474,0.340326,0.714485,38.86667,14.23333,13,6.5,4.7,18.3
2004,1428,7.290323,23,8,0.473168,0.392781,0.713483,34.64516,12.80645,14.22581,4.451613,3.516129,17.48387
2004,1334,5.366667,23,7,0.468687,0.355422,0.737609,33.53333,14.3,14.1,5.833333,3.2,16.9
2004,1227,7.483871,24,7,0.455857,0.393401,0.634111,35.45161,14.77419,12.58065,7.677419,2.741935,17.64516
2004,1320,3.965517,20,9,0.439246,0.349829,0.735294,34.82759,13,12.65517,5.241379,1.965517,16.96552
2004,1434,0.827586,17,12,0.444032,0.312883,0.71108,38.41379,15.41379,16.17241,6.655172,3.275862,22.51724
2004,1197,-1.86667,14,16,0.413628,0.346995,0.713315,33.96667,12.7,16.93333,8.333333,1.6,21.9
2004,1250,2.178571,18,10,0.421575,0.346076,0.717117,35.60714,12.5,14.64286,7.178571,3.321429,18.85714
2005,1449,12.80645,26,5,0.484143,0.390203,0.732733,37.51613,19.35484,14.6129,8.354839,2.612903,20.67742
2005,1448,11.29032,26,5,0.492651,0.404844,0.685512,39.64516,15.87097,14.54839,8.612903,3.645161,19.29032
2005,1211,9.896552,25,4,0.506009,0.390374,0.746367,38.17241,15.82759,13.55172,5.586207,3.448276,17.41379
2005,1257,17.90323,27,4,0.464709,0.403509,0.728232,39.12903,15.93548,14.3871,9.064516,3.935484,18.58065
2005,1210,8.266667,19,11,0.453054,0.328996,0.686657,39.46667,14.96667,15.3,8.266667,5.3,20.13333
2005,1403,7.966667,20,10,0.473184,0.40176,0.763889,34.86667,16.83333,12.86667,7.766667,3.966667,17.03333
2005,1452,4.516129,21,10,0.442308,0.348428,0.738878,30.67742,16.19355,11.3871,8.16129,3.741935,14.64516
2005,1334,8.862069,26,3,0.5,0.379668,0.746193,35.7931,14.96552,13.93103,5.103448,3.241379,14.44828
2005,1338,9.392857,20,8,0.472812,0.38041,0.657056,38.32143,15.32143,14.60714,6.5,4.178571,17
2005,1166,6.545455,23,10,0.453107,0.414847,0.727975,31.39394,14.27273,11.9697,6.848485,3.272727,17.63636
2005,1417,2.571429,18,10,0.452949,0.34749,0.723748,37.17857,14.32143,16.10714,5.857143,2.571429,18.46429
2005,1203,10.31034,22,7,0.477151,0.361949,0.703102,36.68966,16.03448,14.96552,9.793103,4.275862,17.37931
2005,1418,4.137931,19,10,0.443135,0.333919,0.665568,35.41379,12.10345,15.48276,9.37931,2.896552,19.37931
2005,1457,7.724138,24,5,0.43909,0.360444,0.684211,34.65517,13.86207,14,7.896552,3.758621,18.93103
2005,1151,2.888889,17,10,0.443922,0.302128,0.672811,40.59259,13.51852,17.40741,7.037037,2,16.77778
2005,1285,0.25,16,12,0.457143,0.347548,0.678832,36,13.78571,17,5.892857,3.107143,17.10714
2005,1228,17.30303,32,1,0.48869,0.399166,0.724382,34.36364,18.57576,11.12121,7.636364,3.424242,15.51515
2005,1329,12.24138,23,6,0.496296,0.410822,0.77265,34.2069,16.62069,13.86207,6.965517,2.689655,18.55172
2005,1112,10.12121,27,6,0.470848,0.402135,0.778317,37,16.57576,14.84848,8.242424,3.575758,16.45455
2005,1130,8.107143,24,4,0.451674,0.329412,0.712991,37.78571,17.39286,12.92857,7.25,4.107143,14.89286
2005,1104,10.6,23,7,0.481646,0.390119,0.733524,36.7,13.83333,12.66667,5.2,4.433333,14.73333
2005,1261,4.448276,20,9,0.4631,0.368519,0.730015,36.37931,14.89655,13.24138,7,4.206897,15.96552
2005,1356,6.78125,25,7,0.448624,0.36699,0.7463,32.96875,13.40625,12.8125,8.875,2.875,19.1875
2005,1400,8.344828,19,10,0.458987,0.383838,0.696328,39.48276,13.37931,14.2069,6.068966,4.241379,17.55172
2005,1305,7.034483,23,6,0.461687,0.270833,0.706294,39.37931,15.06897,14.58621,6.689655,5.172414,15.72414
2005,1388,4.709677,23,8,0.438406,0.354201,0.719198,35.83871,11.32258,15.54839,6.032258,3.322581,18.29032
2005,1412,6.258065,21,10,0.454885,0.352332,0.698061,33,15.67742,13.3871,11.77419,3.064516,19.35484
2005,1454,9.814815,22,5,0.440127,0.346026,0.700173,36.62963,13.51852,13.66667,8.296296,3.518519,19.44444
2005,1335,7.642857,20,8,0.436713,0.341463,0.661905,37.5,14.39286,15.64286,7.928571,3.214286,19.67857
2005,1429,15.48387,24,7,0.530651,0.39207,0.692939,34.29032,17.22581,12.3871,5.580645,2.870968,13.70968
2005,1368,5,19,8,0.452239,0.295455,0.629696,31.07407,11.03704,14.18519,9.111111,3.814815,17.66667
2005,1192,3.258065,19,12,0.451561,0.351443,0.669903,36.09677,15.03226,13.90323,7.129032,4.419355,18.96774
2005,1181,13.96667,25,5,0.448451,0.384835,0.712182,38.43333,13.2,13.6,8.766667,6.866667,18.43333
2005,1246,11.83333,25,5,0.459007,0.337931,0.663551,35.6,15.26667,13.03333,9.4,4.433333,16.8
2005,1328,12.3871,24,7,0.482739,0.384191,0.684466,35.19355,15.87097,13.80645,8.83871,4.16129,18.25806
2005,1393,10.72727,27,6,0.485534,0.314168,0.663968,37.9697,15.66667,13.36364,8.090909,4.666667,15.93939
2005,1277,14.71429,22,6,0.495847,0.360225,0.775439,36.03571,17.85714,13.85714,7.714286,2.678571,19.28571
2005,1428,10.43333,25,5,0.508584,0.368272,0.731669,33.96667,14.43333,14.43333,5.933333,2.833333,14.46667
2005,1153,12,24,7,0.438781,0.347458,0.692951,41.45161,15,13.45161,5.483871,6.870968,17.67742
2005,1390,2.066667,18,12,0.437318,0.347826,0.739663,35.96667,12.26667,14.06667,6.733333,2.8,18.03333
2005,1280,6.4375,22,10,0.444807,0.332143,0.665772,40.96875,14.15625,15.125,6.9375,3.21875,15.4375
2005,1234,6.1875,21,11,0.463318,0.378928,0.688889,36.09375,15.5,14.53125,7.53125,5.40625,18.6875
2005,1431,9.15625,25,7,0.463687,0.370441,0.79219,34.15625,16.5,12.375,7.375,2.8125,16.8125
2005,1330,9.8125,27,5,0.440789,0.329331,0.688073,36.3125,16.09375,12.0625,9.625,4.46875,17.125
2005,1436,10.66667,24,6,0.441672,0.360169,0.719928,37.9,15.8,11.86667,6.733333,1.9,15.83333
2005,1310,7,20,9,0.438008,0.364138,0.757732,40.82759,15.89655,12.7931,6.862069,3.310345,19
2005,1184,2.888889,19,8,0.470159,0.355319,0.664557,34.48148,14.66667,14.22222,6.851852,3.777778,19.51852
2005,1175,0.5625,19,13,0.422701,0.342669,0.744713,27.53125,10.65625,14.0625,8.15625,2.84375,16.09375
2005,1314,18.51613,27,4,0.49632,0.40035,0.734954,40.32258,19.32258,16.67742,10.3871,3.83871,18.12903
2005,1163,11.86207,22,7,0.460272,0.351415,0.69726,46.13793,17.41379,15.2069,6.172414,9.137931,15.82759
2005,1242,10.2069,23,6,0.476801,0.373106,0.689711,37.75862,16.58621,14.48276,6.62069,3.862069,19.24138
2005,1196,14.13333,23,7,0.488146,0.393162,0.699405,37.33333,15.03333,13.63333,7.033333,4.466667,18.2
2005,1437,11.10345,22,7,0.443046,0.369176,0.741042,36.86207,12.37931,12.62069,8.241379,5.689655,18.41379
2005,1458,7.533333,22,8,0.437186,0.385435,0.667763,35.06667,13.06667,11.46667,5.466667,1.966667,15.33333
2005,1150,6.285714,21,7,0.433002,0.367816,0.684358,38.67857,14.21429,13.17857,8.714286,3.214286,16.96429
2005,1278,5.612903,21,10,0.456204,0.355603,0.70743,33.87097,14.35484,16.12903,9.129032,4.645161,15.90323
2005,1235,4.241379,18,11,0.440964,0.293151,0.691275,34.96552,14.24138,12.93103,9.482759,3.793103,16.68966
2005,1301,7.46875,19,13,0.458998,0.36921,0.695652,32.53125,15.3125,12.28125,7.0625,4.34375,18.84375
2005,1320,5.7,20,10,0.479709,0.384071,0.697761,33.33333,15.66667,11.66667,6.1,4.333333,17.63333
2005,1307,10.93548,25,6,0.498761,0.400312,0.677374,33.70968,15.03226,13.80645,7.516129,3.451613,16.87097
2005,1325,3.83871,21,10,0.463475,0.32216,0.699742,32.80645,11.80645,13,8.548387,2.612903,17.74194
2005,1137,5.129032,22,9,0.44527,0.376147,0.697819,31.77419,12.45161,15.77419,8,3,18.87097
2005,1416,3.172414,21,8,0.460339,0.366261,0.697802,35.10345,15.31034,15.17241,6.655172,4.103448,19
2005,1105,1.275862,16,13,0.400935,0.301533,0.613514,37.24138,13.13793,15.24138,10.62069,3.862069,19.34483
2005,1324,-3.13793,11,18,0.446835,0.334559,0.662295,32.51724,14.72414,12.03448,6.965517,2.482759,17.65517
2006,1181,13.54545,30,3,0.494334,0.395706,0.760817,32.90909,15.36364,13.39394,9.545455,5.424242,17.48485
2006,1400,16.0303,27,6,0.467437,0.379845,0.721481,40.24242,14.90909,13.69697,8.151515,5.121212,15.30303
2006,1234,7.636364,25,8,0.431073,0.335145,0.705882,37.84848,14.90909,14.75758,6.69697,4.909091,15.12121
2006,1261,9.533333,22,8,0.4754,0.337662,0.699225,40.23333,15.73333,15.56667,8.466667,6.266667,15.66667
2006,1393,3.852941,23,11,0.439469,0.342704,0.642541,38.32353,15.55882,15.29412,9.029412,6.441176,17.91176
2006,1452,5.62069,19,10,0.445247,0.342353,0.745308,27.55172,17.58621,8.344828,7.896552,2.689655,13
2006,1143,4.466667,20,10,0.449387,0.376147,0.733711,32.53333,13.1,12.36667,5.166667,2.733333,16.66667
2006,1203,12.28571,26,2,0.472024,0.354565,0.641457,38.17857,17.32143,14.14286,9.428571,4.678571,17.89286
2006,1423,8.6875,25,7,0.427468,0.332253,0.703259,36.1875,15.1875,12.46875,7.6875,1.6875,20.625
2006,1301,8.033333,21,9,0.466999,0.37889,0.756549,33.23333,16,13.66667,7.366667,4.866667,17.7
2006,1356,5.032258,22,9,0.410959,0.33652,0.687943,32.80645,12.29032,14.32258,8.580645,3.193548,19.64516
2006,1401,8.758621,21,8,0.449934,0.358491,0.67515,31.68966,16.75862,13.41379,8.655172,2.965517,21.58621
2006,1233,8.433333,23,7,0.483653,0.410638,0.694329,37.03333,15.83333,15.1,7.633333,4.166667,18.56667
2006,1322,6.172414,22,7,0.464221,0.363118,0.672489,35.65517,16.65517,15.7931,8.827586,3.275862,20.89655
2006,1335,8.925926,19,8,0.449158,0.318426,0.676301,32.25926,14.40741,13.59259,10.03704,2.703704,17.96296
2006,1380,1.258065,19,12,0.440922,0.318807,0.647986,38.80645,12.35484,17.58065,7.580645,3.806452,17.87097
2006,1272,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.81818,9.787879,6.757576,20.21212
2006,1417,9.454545,27,6,0.480597,0.356897,0.70347,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152
2006,1211,7.633333,27,3,0.476995,0.366167,0.782609,37.6,14.03333,13.33333,7.266667,2.8,18.8
2006,1242,13.29032,24,7,0.471572,0.37747,0.665615,39.32258,17.93548,15.64516,9.677419,5.774194,18.03226
2006,1338,9.677419,24,7,0.451873,0.352087,0.688478,39.19355,16.51613,13.74194,6.354839,3.83871,17.06452
2006,1231,5.275862,18,11,0.459748,0.395604,0.698603,33.93103,14.96552,14.62069,6.310345,2.37931,18.2069
2006,1266,4.551724,19,10,0.450089,0.397746,0.732692,35.55172,15.27586,14.7931,7.517241,3.068966,19.48276
2006,1116,9.258065,22,9,0.459218,0.339731,0.693966,35.03226,15.54839,13.3871,8.451613,6.129032,16.93548
2006,1137,10.65517,25,4,0.471045,0.387168,0.691152,31.68966,14.58621,14.48276,8.724138,1.689655,17.55172
2006,1104,2.827586,17,12,0.453444,0.339703,0.706161,37,12.2069,13.51724,6.344828,5.034483,13.82759
2006,1361,7.133333,22,8,0.45735,0.394175,0.721664,34.96667,13.16667,14.83333,7.733333,3.033333,16.66667
2006,1245,6.9375,24,8,0.443941,0.354067,0.72067,33.4375,13.4375,13.25,7.71875,2.3125,20.09375
2006,1133,7.233333,20,10,0.444381,0.32874,0.718261,37.7,16.53333,15.2,9.2,4.833333,18.73333
2006,1462,8.516129,21,10,0.46328,0.371429,0.725,35.16129,15.74194,12.96774,6.290323,4.870968,17.64516
2006,1125,5.9,20,10,0.5,0.381872,0.695238,35.73333,16.96667,16.3,7.733333,3.566667,19.86667
2006,1331,6.516129,20,11,0.453213,0.385199,0.7114,37.3871,15.83871,14.41935,6.645161,4.129032,17.6129
2006,1437,11.62069,25,4,0.425806,0.38653,0.751196,36.24138,12.62069,11.27586,7.586207,5.034483,18.37931
2006,1326,11.2,25,5,0.469327,0.370588,0.719512,34.03333,15.7,12.13333,7,2.7,15.4
2006,1196,14.48485,27,6,0.508078,0.394184,0.734584,35.24242,17.0303,14.87879,8.030303,4.939394,16.12121
2006,1130,7.65625,25,7,0.489275,0.372816,0.671543,35.1875,17.8125,13.3125,5.9375,4.28125,16.5
2006,1305,9.032258,26,5,0.452287,0.359743,0.72043,38.32258,15.35484,12.96774,5.387097,4.741935,16.25806
2006,1328,5.571429,20,8,0.448525,0.358811,0.715084,36.60714,14.46429,14.03571,7.107143,3.428571,16.92857
2006,1207,7.133333,21,9,0.471785,0.360627,0.704365,32.6,15.53333,11.73333,6.033333,3.533333,14.93333
2006,1112,4.870968,19,12,0.442237,0.315789,0.700321,34.51613,14.77419,13.48387,9.870968,3.774194,16.48387
