Id,Pred,Wteam,Lteam,Year,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins,Losses,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg
2016_1112_1139,0.5,1112,1139,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,2.792766370999999,4,-2,0.016124566199999968,-0.004080956099999977,-0.00856663610000008,3.8230694000000014,0.16031281000000064,2.592375369999999,-1.8651026390000007,1.4330400780000003,-1.6911045999999992
2016_1114_1139,0.5,1114,1139,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,0.5161290320000003,6,-6,-0.008656991100000011,0.0004535405000000159,0.0030192822000001396,-3.5161290299999948,-1.4516128999999989,0.0,-0.48387096700000054,-0.2903225810000003,-1.6451612899999972
2016_1122_1139,0.5,1122,1139,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,-11.782991203,-5,7,-0.006220489200000012,-0.03800377789999998,-0.06126855600000003,-0.5405669599999996,-1.4760508299999984,4.3196481,0.13489736099999927,-0.5972629519999999,-2.2668621699999996
2016_1124_1139,0.5,1124,1139,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,-2.7318548390000004,0,1,-0.002382298699999952,-0.013058327999999952,-0.004171267299999948,0.3618951600000031,2.7389112900000008,2.5866935499999997,0.9445564519999996,0.6139112899999999,-0.4969758099999986
2016_1138_1139,0.5,1138,1139,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,-8.752688172300001,-2,4,-0.03141447159999988,-0.051470819899999964,-0.022042285199999956,2.3988269800000026,-1.8093841599999987,3.592375369999999,-0.04692082099999961,0.130009775,1.3695014600000022
2016_1112_1143,0.5,1112,1143,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,4.121212118999999,2,-2,0.02086476239999996,0.013891391500000017,0.06646710209999984,0.2727272699999972,1.5454545500000005,0.6060606100000001,0.7878787879999996,-0.030303029999999787,-2.454545460000002
2016_1114_1143,0.5,1114,1143,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,1.8445747800000003,4,-6,-0.00391679490000002,0.01842588810000001,0.07805302040000006,-7.066471159999999,-0.06647115999999897,-1.986314759999999,2.1691104599999997,-1.7536656890000004,-2.40860215
2016_1122_1143,0.5,1122,1143,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,-10.454545455,-7,7,-0.0014802930000000214,-0.020031430299999986,0.013765182199999892,-4.090909090000004,-0.09090908999999847,2.333333340000001,2.7878787879999996,-2.06060606,-3.0303030300000025
2016_1124_1143,0.5,1124,1143,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,-1.4034090910000003,-2,1,0.002357897500000039,0.004914019600000041,0.07086247089999997,-3.188446970000001,4.124053030000001,0.6003787900000006,3.597537879,-0.8494318180000002,-1.2604166700000015
2016_1138_1143,0.5,1138,1143,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,-7.4242424243,-4,4,-0.02667427539999989,-0.03349847229999997,0.052991452999999966,-1.1515151500000016,-0.4242424199999988,1.60606061,2.6060606060000007,-1.3333333330000001,0.6060605999999993
2016_1139_1143,0.5,1139,1143,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,1.328445748,-2,0,0.004740196199999991,0.017972347599999994,0.07503373819999992,-3.550342130000004,1.38514174,-1.986314759999999,2.6529814269999994,-1.4633431080000001,-0.7634408600000029
2016_1112_1151,0.5,1112,1151,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,4.524621209999999,-2,3,0.03117251829999995,0.021535087299999978,-0.009742962400000166,4.804924239999998,0.5464015199999999,0.6306818199999995,-2.4346590910000003,0.03787878800000044,0.7746212099999994
2016_1114_1151,0.5,1114,1151,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,2.2479838710000006,0,-1,0.006390960999999973,0.02606958389999997,0.001842955900000054,-2.534274189999998,-1.0655241899999996,-1.9616935499999997,-1.0534274190000001,-1.6854838710000002,0.8205645200000014
2016_1122_1151,0.5,1122,1151,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,-10.051136364,-11,12,0.008827462899999972,-0.012387734500000025,-0.062444882300000115,0.4412878799999973,-1.0899621199999991,2.3579545500000005,-0.43465909100000033,-1.9924242419999998,0.198863639999999
2016_1124_1151,0.5,1124,1151,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,-1.0,-6,6,0.012665653400000032,0.012557715400000002,-0.0053475936000000335,1.34375,3.125,0.625,0.375,-0.78125,1.96875
2016_1138_1151,0.5,1138,1151,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,-7.0208333333,-8,9,-0.0163665194999999,-0.02585477650000001,-0.02321861150000004,3.3806818199999995,-1.4232954499999995,1.6306818199999995,-0.6164772729999992,-1.265151515,3.8352272700000007
2016_1139_1151,0.5,1139,1151,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,1.7318548390000004,-6,5,0.015047952099999984,0.025616043399999955,-0.0011763263000000856,0.9818548399999969,0.3860887099999992,-1.9616935499999997,-0.5695564520000005,-1.3951612899999999,2.4657258099999986
2016_1143_1151,0.5,1143,1151,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,0.40340909100000033,-4,5,0.010307755899999993,0.007643695799999961,-0.07621006450000001,4.532196970000001,-0.9990530300000007,0.024621209999999394,-3.222537879,0.06818181800000023,3.2291666700000015
2016_1112_1153,0.5,1112,1153,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,1.8996212099999994,3,-2,0.054257334799999946,0.037341164899999946,0.019001389499999854,0.8674242399999983,-0.9535984800000001,1.7556818199999995,-3.0284090910000003,-1.0246212119999996,2.5871212099999994
2016_1114_1153,0.5,1114,1153,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,-0.37701612899999937,5,-6,0.029475777499999967,0.04187566149999994,0.030587307800000074,-6.471774189999998,-2.5655241899999996,-0.8366935499999997,-1.6471774190000001,-2.747983871,2.6330645200000014
2016_1122_1153,0.5,1122,1153,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,-12.676136364,-6,7,0.031912279399999965,0.003418343099999943,-0.033700530400000095,-3.4962121200000027,-2.589962119999999,3.4829545500000005,-1.0284090910000003,-3.054924242,2.011363639999999
2016_1124_1153,0.5,1124,1153,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,-3.625,-1,1,0.035750469900000026,0.02836379299999997,0.023396758299999987,-2.59375,1.625,1.75,-0.21875,-1.84375,3.78125
2016_1138_1153,0.5,1138,1153,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,-9.6458333333,-3,4,0.006718297000000095,-0.010048698900000042,0.005525740399999979,-0.5568181800000005,-2.9232954499999995,2.7556818199999995,-1.2102272729999992,-2.327651515,5.647727270000001
2016_1139_1153,0.5,1139,1153,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,-0.8931451609999996,-1,0,0.03813276859999998,0.04142212099999992,0.027568025599999935,-2.955645160000003,-1.1139112900000008,-0.8366935499999997,-1.1633064520000005,-2.45766129,4.278225809999999
2016_1143_1153,0.5,1143,1153,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,-2.2215909089999997,1,0,0.03339257239999999,0.02344977339999993,-0.04746571259999999,0.5946969700000011,-2.4990530300000007,1.1496212099999994,-3.816287879,-0.9943181819999998,5.0416666700000015
2016_1151_1153,0.5,1151,1153,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,-2.625,5,-5,0.023084816499999994,0.015806077599999968,0.02874435190000002,-3.9375,-1.5,1.125,-0.59375,-1.0625,1.8125
2016_1112_1160,0.5,1112,1160,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,7.462121209999999,4,-3,0.06054438109999993,-0.006775363799999989,-0.014033636300000096,-2.0700757600000017,1.0464015199999999,-0.6505681800000005,-0.27840909100000033,-0.24337121199999956,-0.5066287900000006
2016_1114_1160,0.5,1114,1160,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,5.185483871000001,6,-7,0.035762823799999954,-0.0022408671999999963,-0.0024477179999998766,-9.409274189999998,-0.5655241899999996,-3.2429435499999997,1.1028225809999999,-1.9667338710000002,-0.46068547999999865
2016_1122_1160,0.5,1122,1160,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,-7.1136363639999995,-5,6,0.03819932569999995,-0.04069818559999999,-0.06673555620000005,-6.433712120000003,-0.5899621199999991,1.0767045500000005,1.7215909089999997,-2.273674242,-1.082386360000001
2016_1124_1160,0.5,1124,1160,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,1.9375,0,0,0.042037516200000014,-0.015752735699999965,-0.009638267499999964,-5.53125,3.625,-0.65625,2.53125,-1.0625,0.6875
2016_1138_1160,0.5,1138,1160,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,-4.0833333333,-2,3,0.013005343300000083,-0.05416522759999998,-0.027509285399999972,-3.4943181800000005,-0.9232954499999995,0.3494318199999995,1.5397727270000008,-1.546401515,2.5539772700000007
2016_1139_1160,0.5,1139,1160,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,4.669354839,0,-1,0.044419814899999965,-0.002694407700000012,-0.005467000200000016,-5.893145160000003,0.8860887099999992,-3.2429435499999997,1.5866935479999995,-1.6764112899999999,1.1844758099999986
2016_1143_1160,0.5,1143,1160,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,3.3409090910000003,2,-1,0.039679618699999974,-0.020666755300000006,-0.08050073839999994,-2.342803029999999,-0.4990530300000007,-1.2566287900000006,-1.0662878789999999,-0.21306818199999977,1.9479166700000015
2016_1151_1160,0.5,1151,1160,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,2.9375,6,-6,0.02937186279999998,-0.028310451099999967,-0.0042906738999999305,-6.875,0.5,-1.28125,2.15625,-0.28125,-1.28125
2016_1153_1160,0.5,1153,1160,2016,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,5.5625,1,-1,0.006287046299999988,-0.044116528699999935,-0.03303502579999995,-2.9375,2.0,-2.40625,2.75,0.78125,-3.09375
2016_1112_1163,0.5,1112,1163,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,1.8885917999999986,1,-2,0.02237173189999997,0.020441065500000022,-0.0636975124000001,3.713012479999996,0.6622103399999997,1.70053476,-0.7967914440000001,-0.24153297699999943,0.2121212099999994
2016_1114_1163,0.5,1114,1163,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,-0.38804553900000016,3,-6,-0.0024098254000000097,0.024975562100000015,-0.05211159409999988,-3.62618595,-0.9497153699999998,-0.8918406099999991,0.5844402280000001,-1.964895636,0.25806452000000135
2016_1122_1163,0.5,1122,1163,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,-12.687165774,-8,7,2.6676499999989112e-05,-0.01348175629999998,-0.11639943230000005,-0.6506238800000048,-0.9741532999999993,3.427807490000001,1.2032085559999999,-2.2718360069999997,-0.363636360000001
2016_1124_1163,0.5,1124,1163,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,-3.636029410000001,-3,1,0.0038648670000000496,0.011463693600000047,-0.05930214359999997,0.2518382399999979,3.24080882,1.6948529400000005,2.012867647,-1.0606617649999999,1.40625
2016_1138_1163,0.5,1138,1163,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,-9.656862743300001,-5,4,-0.02516730589999988,-0.026948798299999965,-0.07717316149999998,2.2887700599999974,-1.3074866299999996,2.70053476,1.021390374000001,-1.5445632799999998,3.2727272700000007
2016_1139_1163,0.5,1139,1163,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,-0.9041745710000004,-3,0,0.006247165700000001,0.0245220216,-0.05513087630000002,-0.11005692000000522,0.501897529999999,-0.8918406099999991,1.0683111949999997,-1.6745730549999998,1.9032258099999986
2016_1143_1163,0.5,1143,1163,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,-2.2326203190000005,-1,0,0.0015069695000000105,0.006549674000000005,-0.13016461449999994,3.440285209999999,-0.8832442100000009,1.09447415,-1.5846702319999997,-0.21122994699999964,2.6666666700000015
2016_1151_1163,0.5,1151,1163,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,-2.636029410000001,3,-5,-0.008800786399999982,-0.0010940217999999557,-0.053954549999999935,-1.0919117600000021,0.11580881999999981,1.0698529400000005,1.6378676470000002,-0.27941176499999987,-0.5625
2016_1153_1163,0.5,1153,1163,2016,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,-0.011029410000000794,-2,0,-0.031885602899999976,-0.016900099399999924,-0.08269890189999995,2.845588239999998,1.6158088199999998,-0.05514705999999947,2.231617647,0.7830882350000001,-2.375
