Season,Team,AvgPointSpread,Wins,Losses,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg
2016,1438,10.6969697,26,7,0.487091222,0.4049079755,0.7539823009,31.87878788,14.33333333,9.393939394,5.484848485,2.939393939,16.36363636
2016,1277,16.38235294,29,5,0.4836956522,0.4335664336,0.7302631579,41.85294118,20.55882353,11.79411765,4.411764706,5.147058824,19.08823529
2016,1428,7.484848485,25,8,0.4838885855,0.3604651163,0.7169274538,36.84848485,15.27272727,12.15151515,5.272727273,4.212121212,15.66666667
2016,1235,6.875,21,11,0.5015075377,0.3802008608,0.7061143984,36.0625,16.53125,11.5625,6.15625,4.21875,15.53125
2016,1345,13.14705882,26,8,0.4717171717,0.3684210526,0.7424460432,40.82352941,17.58823529,11.94117647,4.264705882,4.647058824,17.17647059
2016,1371,7.060606061,25,8,0.4501806918,0.352530541,0.665819568,40.03030303,13.54545455,13.84848485,7.272727273,4.666666667,18.66666667
2016,1173,7.375,25,7,0.4595505618,0.3467741935,0.6726027397,38.65625,14.6875,13.0625,5.90625,4.4375,19.0625
2016,1403,2.548387097,19,12,0.4470588235,0.3442940039,0.7459016393,34.16129032,13.03225806,11.96774194,5.870967742,4.193548387,18.48387097
2016,1139,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581
2016,1393,4.5,19,13,0.4265033408,0.3608247423,0.68288854,35.53125,14.0625,12.125,8.09375,4.0625,16.5625
2016,1211,12.75,25,7,0.4853737811,0.3761329305,0.7598187311,39.375,13.875,11.34375,5,3,17.59375
2016,1114,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452
2016,1233,5.9375,22,10,0.4560862866,0.3720930233,0.7124802528,36.90625,16.84375,12.78125,7.5625,4.125,19.4375
2016,1201,3.46875,23,9,0.4304840371,0.343003413,0.6959459459,37.03125,13.0625,10.625,8.15625,3.71875,22.25
2016,1292,4.096774194,22,9,0.4488541084,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.4516129
2016,1214,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667
2016,1242,12.6969697,29,4,0.4886901631,0.4220472441,0.7061994609,37.33333333,15.45454545,12.54545455,6.757575758,4,18.90909091
2016,1437,13.26470588,29,5,0.4674586777,0.3435655254,0.7771084337,35.61764706,16.14705882,11.11764706,6.735294118,3.411764706,17.52941176
2016,1274,8.8125,25,7,0.4766514806,0.3656093489,0.7507122507,34.75,12.8125,10.65625,6.0625,3.625,16.5625
2016,1143,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667
2016,1268,9.125,24,8,0.4854035489,0.3757575758,0.7604501608,35.375,14.0625,12.84375,5.75,5.375,16.625
2016,1112,12.21212121,25,8,0.4817898023,0.3825622776,0.7228773585,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121
2016,1234,9.387096774,21,10,0.4504741834,0.3823088456,0.7192429022,38.38709677,16,10.41935484,6.806451613,4.838709677,16.25806452
2016,1160,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875
2016,1163,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18
2016,1396,1.21875,21,11,0.4047010731,0.3396481732,0.6843100189,36.75,13.53125,9.15625,5.34375,3.125,16.125
2016,1435,9.40625,19,13,0.4605695509,0.3884892086,0.6990291262,38.5625,14.9375,11.6875,4.3125,5.53125,19.125
2016,1455,13.70967742,23,8,0.4328690808,0.3285094067,0.7157584683,37.48387097,14.32258065,9.838709677,7.258064516,3.580645161,20.22580645
2016,1355,7.032258065,24,7,0.44739819,0.3615384615,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194
2016,1218,10.8,25,5,0.4592680047,0.3278688525,0.6862244898,37.36666667,15.63333333,13.16666667,7.733333333,3.9,20.46666667
2016,1138,0.6666666667,19,14,0.4342507645,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727,3.484848485,21.27272727
2016,1421,5.451612903,20,11,0.4503645541,0.322160149,0.7010582011,37,12,13.16129032,9.225806452,3.225806452,17.67741935
2016,1122,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364
2016,1332,9.151515152,27,6,0.4637159032,0.3505311077,0.7148337596,35.75757576,13.63636364,11.36363636,7.606060606,5.818181818,18.03030303
2016,1328,9.96875,25,7,0.4585062241,0.4260204082,0.7279752705,38.8125,14.53125,12.96875,6.90625,5.25,16.8125
2016,1401,10.38235294,26,8,0.4494047619,0.3503355705,0.6728476821,38.88235294,16.88235294,11.79411765,6.911764706,3.764705882,18.08823529
2016,1181,9.393939394,23,10,0.4589249493,0.386852086,0.7222222222,36.33333333,13.48484848,9.878787879,6.393939394,4.181818182,16.63636364
2016,1124,6.6875,21,11,0.4632829374,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625
2016,1400,3.28125,20,12,0.431619256,0.3389057751,0.6648275862,34.53125,11.46875,10.375,5.15625,4.375,20.75
2016,1333,1.433333333,18,12,0.4394904459,0.3727272727,0.6806853583,34.53333333,13.36666667,11.53333333,7.333333333,3.266666667,20.23333333
2016,1386,7.676470588,27,7,0.4543670265,0.3269230769,0.7126137841,38.58823529,15.11764706,10.11764706,5.147058824,3.382352941,16.02941176
2016,1153,10.3125,22,10,0.4275324675,0.3452211127,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625
2016,1433,9.911764706,24,10,0.4503780718,0.355907781,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353
2016,1320,4.636363636,21,12,0.4543311727,0.3718662953,0.7540394973,29.6969697,11.84848485,9.696969697,5.787878788,2.636363636,15.33333333
2016,1463,10.96296296,21,6,0.4672835426,0.3712446352,0.6666666667,40.2962963,15.07407407,13.48148148,5.592592593,4.518518519,17.96296296
2016,1423,6.366666667,23,7,0.4550408719,0.3409461664,0.7036474164,37.23333333,13.23333333,11.43333333,6.9,4.166666667,23.86666667
2016,1453,2.696969697,21,12,0.4442896936,0.3502994012,0.6571428571,38.60606061,13.87878788,12.09090909,9.272727273,4.606060606,19.81818182
2016,1167,8.482758621,21,8,0.4464922711,0.345814978,0.6512345679,38,14.96551724,12.4137931,7.724137931,5.068965517,21.48275862
2016,1221,-4.333333333,14,19,0.4128851541,0.3273231623,0.6925465839,30.12121212,13.90909091,10.96969697,6.454545455,2.515151515,16.81818182
2016,1380,1.870967742,19,12,0.4359977641,0.3446969697,0.6734104046,35.41935484,10.32258065,11.32258065,7.35483871,3.322580645,19.74193548
