Year,team_id,AvgPointSpread,Wins_x,Losses_x,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,Team_Name,Rank,Team,Conference,Wins_y,Losses_y,Seed,Pyth,AdjustO,AdjustO Rank,AdjustD,AdjustD Rank,AdjustT,AdjustT Rank,Luck,Luck Rank,SOS Pyth,SOS Pyth Rank,SOS OppO,SOS OppO Rank,SOS OppD,SOS OppD Rank,NCSOS Pyth,NCSOS Pyth Rank
2003,1139,7.655172,24,5,0.475153,0.388013,0.722917,28.2069,12.96552,10.413789999999999,6.344828,1.862069,16.06897,butler,35,Butler,Horz,27,6,12.0,0.8178,113.8,12,99.9,134,59.6,325,0.073,26,0.5987,90,103.2,96,99.6,91,0.55,116
2003,1122,2.0,20,7,0.452347,0.349138,0.691358,34.85185,13.40741,15.222220000000002,7.037037,4.6666669999999995,18.66667,austin peay,130,Austin Peay,OVC,20,8,13.0,0.5638,99.8,190,97.6,83,65.3,284,0.172,1,0.4629,180,103.1,98,104.5,291,0.6854,27
2003,1264,8.413793,23,6,0.45056899999999994,0.348584,0.7864359999999999,34.62069,13.862070000000001,14.2069,9.172414,3.896552,21.93103,manhattan,59,Manhattan,MAAC,23,7,14.0,0.7544,104.1,107,94.4,32,69.5,121,0.014,126,0.4783,164,101.2,169,102.0,186,0.5993,65
2003,1190,2.222222,17,10,0.45717700000000006,0.343902,0.7388060000000001,38.037040000000005,14.03704,18.74074,10.7037,5.259258999999999,19.518520000000002,east tennessee st.,141,East Tennessee St.,SC,17,11,15.0,0.5357,100.3,179,99.0,115,76.3,3,0.036000000000000004,77,0.4586,183,101.5,162,103.0,232,0.597,69
2003,1354,1.533333,20,10,0.456162,0.334052,0.698966,37.23333,10.26667,19.46667,8.0,2.9,20.73333,south carolina st.,240,South Carolina St.,MEAC,20,11,16.0,0.2881,96.1,254,103.9,216,73.2,19,0.115,6,0.2321,316,95.2,317,105.7,312,0.5186,132
2003,1400,10.17857,22,6,0.448513,0.348936,0.714715,42.32143,14.5,13.42857,6.392857,3.857143,20.35714,texas,8,Texas,B12,26,7,1.0,0.9177,120.2,1,97.4,80,70.9,67,-0.009000000000000001,187,0.7308,8,105.5,19,96.8,7,0.5661,98
2003,1196,11.225810000000001,24,7,0.47659799999999997,0.39212800000000003,0.705281,35.06452,16.41935,13.3871,7.7741940000000005,4.096774,16.903229999999997,florida,15,Florida,SEC,25,8,2.0,0.8902,114.4,8,95.4,50,66.6,253,0.009000000000000001,140,0.6769,41,104.3,59,97.8,28,0.4731,171
2003,1462,12.26667,25,5,0.45270299999999997,0.362101,0.746922,39.43333,16.4,13.03333,5.466667,3.0333330000000003,15.766670000000001,xavier,22,Xavier,A10,26,6,3.0,0.8705,111.8,19,94.7,36,69.3,124,0.018000000000000002,121,0.6137,83,103.7,77,99.6,90,0.5895,79
2003,1390,5.290323,23,8,0.44191199999999997,0.35773699999999997,0.675466,38.87097,14.64516,14.322579999999999,5.516129,3.354839,18.51613,stanford,37,Stanford,P10,24,9,4.0,0.8122,108.7,45,95.7,58,67.1,227,0.066,36,0.6786,40,105.0,41,98.4,54,0.5851,81
2003,1163,8.633333,21,9,0.474812,0.386412,0.674208,42.66667,15.633329999999999,15.8,5.933333,7.733333,18.4,connecticut,18,Connecticut,BE,23,10,5.0,0.8849,110.5,24,92.5,19,72.5,32,0.004,154,0.706,24,106.2,7,98.4,52,0.4245,228
2003,1268,13.92857,19,9,0.464487,0.397895,0.703642,40.5,18.89286,14.10714,10.89286,6.607142999999999,19.0,maryland,14,Maryland,ACC,21,10,6.0,0.8917,109.0,38,90.7,12,73.1,20,-0.078,302,0.6665,50,104.8,50,98.7,61,0.364,280
2003,1277,6.258065,19,12,0.450758,0.366265,0.734694,34.93548,13.6129,14.54839,6.387097,3.7096769999999997,20.03226,michigan st.,12,Michigan St.,B10,22,13,7.0,0.8942,108.5,50,90.1,9,64.7,292,-0.05,278,0.7279,10,105.7,15,97.1,12,0.5920000000000001,76
2003,1261,10.32258,21,10,0.48681899999999995,0.383486,0.647727,35.12903,16.3871,13.870970000000002,8.0,4.16129,16.35484,lsu,26,LSU,SEC,21,11,8.0,0.8433,108.6,47,93.8,28,69.2,130,-0.034,260,0.6241,74,103.1,102,98.7,63,0.2912,311
2003,1345,6.5,18,10,0.436638,0.329493,0.7507,33.85714,12.25,13.82143,7.178571000000001,2.928571,19.82143,purdue,27,Purdue,B10,19,11,9.0,0.8379,104.0,109,90.2,10,70.9,68,-0.013,197,0.7223,14,106.2,6,97.7,27,0.6147,56
2003,1160,5.451613,20,11,0.44345100000000004,0.325581,0.6752020000000001,42.451609999999995,13.3871,14.0,6.129032,6.645161,17.70968,colorado,36,Colorado,B12,20,12,10.0,0.8154,107.9,53,94.8,37,71.5,55,0.001,162,0.7004,28,105.2,32,97.7,22,0.4858,161
2003,1423,11.76667,24,6,0.461584,0.36775399999999997,0.688645,33.1,14.666670000000002,11.46667,9.2,1.9,18.433329999999998,unc wilmington,32,UNC Wilmington,CAA,24,7,11.0,0.8292,108.8,42,94.8,38,65.5,282,-0.031,249,0.4326,211,98.3,265,100.7,117,0.4777,167
2003,1140,8.774194,23,8,0.46884799999999993,0.384,0.753004,35.29032,13.41935,13.74194,6.935484,2.5161290000000003,21.41935,byu,29,BYU,MWC,23,9,12.0,0.8335,107.0,61,93.1,23,66.6,251,-0.031,247,0.6207,78,105.8,11,101.4,151,0.6245,51
2003,1360,3.107143,17,11,0.47098100000000004,0.384158,0.6580729999999999,37.89286,16.39286,18.17857,5.392857,3.428571,20.14286,san diego,73,San Diego,WCC,17,12,13.0,0.7092,103.9,110,96.2,62,72.2,38,0.004,155,0.5853,96,103.6,82,100.5,113,0.6392,40
2003,1407,8.8,25,5,0.43214300000000005,0.33411799999999997,0.687713,39.76667,15.066670000000002,13.733329999999999,9.533333,5.2,16.6,troy st.,88,Troy St.,ASun,25,6,14.0,0.6609,105.6,83,99.7,127,71.9,43,0.104,9,0.3775,252,98.7,253,103.1,247,0.4261,225
2003,1358,6.518519,21,6,0.45523900000000006,0.358607,0.710236,36.74074,15.59259,15.7037,7.814814999999999,5.592593,19.592589999999998,sam houston st.,154,Sam Houston St.,Slnd,21,7,15.0,0.5169,100.2,182,99.6,124,68.4,170,0.08800000000000001,13,0.3166,289,96.5,305,103.1,250,0.4325,219
2003,1411,1.9666669999999997,18,12,0.44752700000000006,0.320721,0.6199520000000001,37.96667,14.2,15.233329999999999,6.433333,2.233333,18.3,texas southern,272,Texas Southern,SWAC,18,13,16.0,0.2243,97.2,235,108.2,286,69.8,110,0.038,73,0.2136,321,94.5,323,105.8,313,0.3192,304
2003,1421,-7.24138,13,16,0.42926499999999995,0.360153,0.762768,35.44828,13.03448,16.2069,7.0689660000000005,3.0,19.10345,unc asheville,275,UNC Asheville,BSth,14,17,16.0,0.2181,101.7,153,113.6,319,69.3,128,0.118,5,0.3956,240,98.8,250,102.5,214,0.7262,19
2003,1246,13.4375,29,3,0.487426,0.355932,0.706767,37.03125,16.1875,14.0625,7.8125,5.09375,17.375,kentucky,2,Kentucky,SEC,32,4,1.0,0.9507,113.8,10,88.0,3,69.6,114,0.051,53,0.7266,11,106.6,3,97.9,34,0.6002,64
2003,1338,15.766670000000001,26,4,0.502181,0.358349,0.635965,36.66667,17.76667,15.1,8.066667,4.1,17.96667,pittsburgh,1,Pittsburgh,BE,28,5,2.0,0.9542,113.9,9,87.5,2,66.6,254,-0.022,222,0.6628,52,104.1,67,98.1,45,0.3198,302
2003,1266,10.71429,23,5,0.48381,0.379391,0.770045,37.17857,16.32143,13.57143,6.0,3.642857,18.64286,marquette,10,Marquette,CUSA,27,6,3.0,0.8959999999999999,119.7,2,99.3,119,67.2,224,0.07,29,0.672,46,104.3,58,98.0,40,0.4682,178
2003,1173,6.482759,24,5,0.451654,0.360331,0.7155819999999999,36.65517,15.2069,13.31034,5.37931,2.931034,17.58621,dayton,41,Dayton,A10,24,6,4.0,0.8028,115.8,5,102.5,187,65.9,272,0.085,14,0.619,79,103.1,104,98.8,68,0.6294,48
2003,1458,12.03448,22,7,0.464491,0.359127,0.741135,32.86207,13.31034,10.51724,6.965517,2.827586,14.827589999999999,wisconsin,13,Wisconsin,B10,24,8,5.0,0.8941,111.6,22,92.7,21,63.1,311,-0.024,226,0.6509,62,104.7,52,99.2,80,0.4701,173
2003,1281,5.290323,21,10,0.44196199999999997,0.356923,0.65897,39.3871,13.74194,13.6129,5.709677,4.322581,16.87097,missouri,25,Missouri,B12,22,11,6.0,0.8488,110.3,26,95.0,42,67.5,206,0.044,67,0.7526,4,105.6,17,95.9,1,0.5912,77
2003,1231,3.53125,20,12,0.42662100000000003,0.34826599999999996,0.712707,36.84375,13.8125,11.5,4.4375,5.34375,18.0625,indiana,43,Indiana,B10,21,13,7.0,0.7977,112.0,18,99.4,120,64.6,295,0.049,59,0.745,5,105.8,12,96.4,4,0.7142,21
2003,1332,8.25,23,9,0.46119,0.391304,0.776097,35.875,17.46875,15.21875,8.03125,2.78125,20.9375,oregon,46,Oregon,P10,23,10,8.0,0.794,108.9,40,96.8,67,72.7,28,0.032,84,0.6228,75,103.9,70,99.5,88,0.3861,261
2003,1428,6.733333,23,7,0.456636,0.381883,0.703901,33.33333,13.2,12.7,4.6666669999999995,3.766667,20.1,utah,52,Utah,MWC,25,8,9.0,0.7818,104.5,100,93.5,25,63.1,312,0.068,34,0.6086,87,105.2,29,101.2,145,0.5338,123
2003,1104,4.285714,17,11,0.420362,0.320144,0.7098979999999999,37.5,12.10714,13.28571,6.607142999999999,3.785714,18.03571,alabama,51,Alabama,SEC,17,12,10.0,0.7847,108.3,51,96.8,68,66.7,247,-0.016,204,0.7087,21,104.9,46,97.1,13,0.5474,117
2003,1356,6.433333,24,6,0.472926,0.385263,0.706186,33.3,13.566670000000002,12.5,7.966667,3.2,19.33333,southern illinois,57,Southern Illinois,MVC,24,7,11.0,0.7559,108.7,44,98.5,105,68.9,144,0.063,41,0.5395,125,102.1,139,100.7,118,0.5812,84
2003,1451,7.034483,25,4,0.465753,0.335227,0.734228,33.10345,14.27586,12.44828,6.758621000000001,0.655172,18.862070000000003,weber st.,74,Weber St.,BSky,25,5,12.0,0.708,109.9,28,101.7,171,67.6,201,0.07400000000000001,24,0.4496,191,99.6,222,101.4,152,0.513,141
2003,1409,8.258065,22,9,0.46266999999999997,0.362676,0.727121,36.96774,14.774189999999999,14.322579999999999,7.580645,5.0,17.32258,tulsa,49,Tulsa,WAC,23,10,13.0,0.7915,106.6,66,94.9,41,68.7,151,-0.061,291,0.5171,141,101.6,160,101.0,136,0.5894,80
2003,1221,11.13793,25,4,0.459124,0.359813,0.705607,36.37931,15.413789999999999,13.931029999999998,7.965517,4.482759,18.37931,holy cross,56,Holy Cross,Pat,25,5,14.0,0.7603,104.9,93,94.9,40,66.3,261,0.064,39,0.3736,255,98.6,254,103.1,248,0.511,145
2003,1447,4.096774,21,10,0.47203599999999996,0.383803,0.729097,34.35484,16.096770000000003,14.96774,7.516128999999999,2.806452,17.58065,wagner,173,Wagner,NEC,21,11,15.0,0.456,103.7,114,105.3,239,68.3,177,0.048,63,0.3543,270,99.0,239,104.3,286,0.5951,71
2003,1237,0.84375,19,13,0.453071,0.34958,0.701657,32.59375,13.375,15.90625,8.1875,1.8125,19.34375,iupui,153,IUPUI,MCon,19,14,16.0,0.5179,101.4,161,100.7,155,68.6,157,0.07200000000000001,27,0.4424,200,101.7,157,103.7,270,0.5713,95
2003,1112,14.96429,25,3,0.461413,0.350534,0.701429,42.82143,17.64286,14.78571,8.464286,4.214286,17.75,arizona,4,Arizona,P10,28,4,1.0,0.9391,114.8,7,90.5,11,74.1,10,-0.006,180,0.7136,19,106.1,8,98.0,39,0.7035,23
2003,1242,14.96667,23,7,0.48528599999999994,0.339623,0.665746,41.2,16.73333,14.9,10.13333,4.9,16.7,kansas,3,Kansas,B12,30,8,2.0,0.9466,113.1,15,88.1,4,73.1,21,-0.017,208,0.7564,2,107.1,2,97.1,11,0.6223,54
2003,1181,11.56667,24,6,0.45359099999999997,0.355987,0.709026,36.86667,13.833329999999998,14.03333,8.5,5.133333,21.26667,duke,7,Duke,ACC,26,7,3.0,0.9184,113.8,11,92.2,16,71.8,48,-0.03,245,0.6829999999999999,37,105.5,21,98.7,62,0.4453,207
2003,1228,14.03333,24,6,0.485663,0.368595,0.722513,35.13333,18.26667,13.166670000000002,7.0,3.1,19.133329999999997,illinois,6,Illinois,B10,25,7,4.0,0.9223,111.4,23,89.9,8,68.9,141,-0.029,242,0.6573,55,104.1,65,98.4,51,0.3825,262
2003,1323,8.903226,22,9,0.44869799999999993,0.380741,0.759887,38.25806,16.903229999999997,12.774189999999999,7.451613,5.645161,16.22581,notre dame,20,Notre Dame,BE,24,10,5.0,0.8759,115.3,6,97.3,74,70.8,74,0.009000000000000001,138,0.7528,3,106.0,9,96.3,3,0.5945,72
2003,1166,14.909089999999999,29,4,0.49947299999999994,0.38905300000000004,0.69289,34.06061,16.818179999999998,13.36364,8.393939,4.4545449999999995,17.27273,creighton,33,Creighton,MVC,29,5,6.0,0.8258,109.5,32,95.6,54,70.1,92,0.025,97,0.4863,157,101.5,164,101.9,183,0.4831,163
2003,1272,8.689655,23,6,0.437931,0.34879699999999997,0.653614,40.03448,16.62069,13.7931,7.37931,5.0689660000000005,18.75862,memphis,24,Memphis,CUSA,23,7,7.0,0.8502,109.6,31,94.3,30,69.8,108,0.006,145,0.6106,86,102.2,136,98.3,49,0.5615,105
2003,1153,5.821429,17,11,0.403907,0.342491,0.689884,35.535709999999995,12.28571,10.60714,5.178571,4.25,18.96429,cincinnati,44,Cincinnati,CUSA,17,12,8.0,0.7964,103.0,125,91.5,15,68.0,182,-0.069,299,0.6709,47,105.2,30,98.8,69,0.5764,88
2003,1211,8.870968,23,8,0.470041,0.375635,0.721204,37.25806,15.74194,14.54839,6.806452,3.5161290000000003,18.64516,gonzaga,34,Gonzaga,WCC,24,9,9.0,0.8227,111.8,20,97.8,86,68.5,162,-0.021,217,0.6019,89,102.9,112,99.3,83,0.6349,44
2003,1113,6.7931029999999994,18,11,0.478182,0.317808,0.669737,37.0,15.551720000000001,14.0,5.2068970000000006,4.241379,19.41379,arizona st.,30,Arizona St.,P10,20,12,10.0,0.8323,112.3,17,97.7,84,68.6,156,-0.014,200,0.7041,25,105.1,38,97.4,18,0.6132,59
2003,1141,6.103448,23,6,0.505236,0.380769,0.765753,33.86207,15.62069,18.24138,7.103447999999999,4.0,20.96552,central michigan,62,Central Michigan,MAC,25,7,11.0,0.7435,108.7,46,99.1,117,72.5,33,0.13699999999999998,3,0.5536,118,103.3,85,101.4,154,0.5761,90
2003,1454,7.1666669999999995,23,7,0.473106,0.356269,0.690513,34.53333,17.1,14.866670000000001,8.8,3.6,20.133329999999997,milwaukee,48,Milwaukee,Horz,23,8,12.0,0.7917,106.7,64,95.0,43,73.0,22,0.025,101,0.5585,115,104.0,69,101.9,177,0.5509,115
2003,1443,6.677419,23,8,0.459896,0.366564,0.66208,35.41935,14.19355,15.16129,7.064516,3.5483870000000004,18.451610000000002,western kentucky,54,Western Kentucky,SB,24,9,13.0,0.7784,106.7,65,95.6,53,68.8,148,0.036000000000000004,76,0.5377,126,102.3,128,100.9,133,0.5613,107
2003,1161,1.333333,17,13,0.506718,0.363112,0.700549,34.26667,15.5,16.133329999999997,5.3333330000000005,4.233333,20.566670000000002,colorado st.,104,Colorado St.,MWC,17,14,14.0,0.6235,108.8,43,104.1,221,68.3,176,0.032,85,0.5798,102,103.2,95,100.3,105,0.418,235
2003,1429,5.866667,22,8,0.456354,0.332418,0.718287,35.0,13.9,12.23333,5.066667,2.0,16.1,utah st.,90,Utah St.,BW,22,9,15.0,0.6534,105.4,87,99.7,131,62.5,315,0.004,156,0.4494,192,100.1,203,101.9,182,0.5068,150
2003,1436,4.655172,19,10,0.44444399999999995,0.34075700000000003,0.657848,38.689659999999996,14.2069,14.068970000000002,6.862069,2.9655169999999997,15.89655,vermont,143,Vermont,AE,19,11,16.0,0.5328,99.4,197,98.3,95,65.9,271,0.02,118,0.3829,248,98.9,245,103.1,245,0.4463,204
2004,1181,14.78125,27,5,0.47140600000000005,0.368,0.731324,36.25,14.25,14.1875,9.34375,6.8125,18.71875,duke,1,Duke,ACC,31,6,1.0,0.964,118.5,3,89.0,4,69.8,83,-0.028,234,0.7821,5,107.3,6,96.0,3,0.5767,84
2004,1280,10.82143,25,3,0.46764300000000003,0.354207,0.662704,40.85714,13.67857,15.46429,9.178571,4.5,16.25,mississippi st.,14,Mississippi St.,SEC,26,4,2.0,0.908,112.6,20,92.2,19,70.4,61,0.021,113,0.6519,48,104.2,68,98.6,42,0.4514,215
2004,1400,10.73333,23,7,0.44066000000000005,0.36042399999999997,0.675595,41.4,13.833329999999998,11.86667,6.966667,3.9,19.433329999999998,texas,17,Texas,B12,25,8,3.0,0.901,113.4,16,93.6,24,66.6,202,0.037000000000000005,74,0.7119,17,107.0,9,98.9,53,0.5378,128
2004,1153,14.0,24,6,0.457417,0.384752,0.667618,37.26667,16.03333,12.1,7.9,5.066667,19.433329999999998,cincinnati,20,Cincinnati,CUSA,25,7,4.0,0.8949,114.5,13,95.0,40,68.3,140,0.003,163,0.6429,59,103.8,78,98.6,38,0.5295,141
2004,1228,9.733333,24,6,0.46453500000000003,0.341584,0.69606,34.96667,16.76667,12.56667,6.8333330000000005,3.8,19.1,illinois,13,Illinois,B10,26,7,5.0,0.9128,117.8,4,96.0,56,64.7,275,0.055,45,0.6869,29,105.2,33,98.3,27,0.5289,143
2004,1314,7.607142999999999,18,10,0.46239600000000003,0.354086,0.679775,40.0,18.35714,15.64286,9.607142999999999,4.214286,18.5,north carolina,11,North Carolina,ACC,19,11,6.0,0.9175,115.3,11,93.5,23,72.8,16,-0.091,311,0.7982,1,108.0,4,95.8,2,0.5893,68
2004,1462,8.060606,23,10,0.441176,0.369661,0.67916,35.48485,13.48485,12.54545,7.030303,2.242424,16.63636,xavier,15,Xavier,A10,26,11,7.0,0.9056,113.5,15,93.2,21,65.6,238,-0.022,218,0.6792,32,105.3,31,98.6,41,0.5683,90
2004,1371,7.821428999999999,19,9,0.459171,0.35381399999999996,0.716878,37.10714,13.25,13.14286,6.785714,3.142857,18.10714,seton hall,27,Seton Hall,BE,21,10,8.0,0.8581,109.7,40,93.8,28,67.3,178,-0.004,178,0.6987,24,105.2,36,97.7,18,0.4795,185
2004,1112,9.103448,20,9,0.48488100000000006,0.384201,0.786054,39.586209999999994,18.89655,14.965520000000001,6.965517,4.551724,16.06897,arizona,42,Arizona,P10,20,10,9.0,0.8139,116.1,8,102.2,172,74.8,6,-0.07200000000000001,298,0.6264,73,104.2,64,99.7,82,0.5975,62
2004,1257,12.37931,20,9,0.420307,0.33920700000000004,0.748408,37.93103,15.24138,13.89655,8.344828,5.2068970000000006,20.44828,louisville,23,Louisville,CUSA,20,10,10.0,0.8674,103.2,119,87.7,2,69.4,102,-0.078,302,0.6619,44,104.8,46,98.8,48,0.5802,77
2004,1102,9.75,22,6,0.482583,0.381029,0.709091,21.5,13.25,10.78571,7.785714,2.357143,16.64286,air force,43,Air Force,MWC,22,7,11.0,0.8111,108.3,58,95.4,48,53.7,326,0.024,104,0.4798,174,100.8,194,101.5,156,0.2462,321
2004,1293,11.4,25,5,0.496359,0.333333,0.713396,37.53333,18.83333,13.8,7.6666669999999995,4.266667,18.066670000000002,murray st.,74,Murray St.,OVC,28,6,12.0,0.7178,107.6,64,99.2,108,69.8,81,0.064,37,0.4201,230,101.7,155,104.6,307,0.5582,106
2004,1190,7.689655,24,5,0.463883,0.354508,0.67737,37.724140000000006,15.37931,16.17241,10.93103,5.586207,16.862070000000003,east tennessee st.,68,East Tennessee St.,SC,27,6,13.0,0.7359,103.4,115,94.6,34,74.8,7,0.017,128,0.4583,196,100.8,195,102.3,197,0.5342,133
2004,1343,5.692308000000001,19,7,0.47897799999999996,0.343545,0.7116279999999999,30.76923,13.115379999999998,13.5,6.653846000000001,3.269231,18.11538,princeton,111,Princeton,Ivy,20,8,14.0,0.6017,104.1,106,100.4,143,58.1,325,0.033,84,0.4009,240,98.8,253,102.3,198,0.5086,166
2004,1284,1.875,21,11,0.41918900000000003,0.35030900000000004,0.746313,33.375,13.8125,13.40625,7.65625,2.625,17.53125,monmouth,194,Monmouth,NEC,21,12,15.0,0.3786,95.8,257,100.0,132,67.7,166,0.112,5,0.3649,253,99.7,235,104.6,308,0.5807,76
2004,1106,0.833333,16,14,0.422025,0.334004,0.65727,34.46667,10.26667,17.2,7.066667,3.1333330000000004,18.7,alabama st.,271,Alabama St.,SWAC,16,15,16.0,0.2156,92.0,296,102.9,182,63.5,300,0.023,107,0.2437,315,94.1,319,103.9,278,0.5204,154
2004,1390,13.233329999999999,29,1,0.48418500000000003,0.366197,0.752,36.3,16.366670000000003,13.96667,6.366667,4.433333,17.26667,stanford,12,Stanford,P10,30,2,1.0,0.9135,109.2,49,88.9,3,66.4,210,0.051,55,0.5644,115,103.4,95,101.1,142,0.4417,228
2004,1163,15.151520000000001,27,6,0.48089,0.40038,0.616192,44.78788,18.242420000000003,13.78788,6.151515,8.727273,16.06061,connecticut,2,Connecticut,BE,33,6,2.0,0.9531,115.9,9,89.2,5,69.7,87,0.011,139,0.7013,22,105.4,29,97.8,19,0.449,220
2004,1301,8.137931,20,9,0.45196000000000003,0.343262,0.798246,33.724140000000006,14.862070000000001,13.75862,6.965517,2.3448279999999997,18.51724,north carolina st.,8,North Carolina St.,ACC,21,10,3.0,0.9287,119.2,2,95.4,46,63.9,292,-0.071,297,0.7635,7,106.8,11,96.4,4,0.4724,192
2004,1268,5.6,19,11,0.440838,0.334783,0.626459,41.5,14.03333,15.133329999999999,8.733333,6.766667,19.5,maryland,21,Maryland,ACC,20,12,4.0,0.8899,109.3,47,91.1,14,72.9,15,-0.008,187,0.7841,4,109.3,1,97.7,17,0.4659,201
2004,1393,6.107143,21,7,0.46324,0.311856,0.636364,38.64286,15.35714,12.78571,7.892857000000001,6.857142999999999,17.64286,syracuse,26,Syracuse,BE,23,8,5.0,0.86,112.0,24,95.6,50,67.0,192,0.087,19,0.6885,28,105.2,35,98.2,24,0.3892,267
2004,1435,9.1,21,9,0.44857600000000003,0.361111,0.7128869999999999,35.63333,16.633329999999997,12.76667,7.566667,3.5,17.8,vanderbilt,24,Vanderbilt,SEC,23,10,6.0,0.8649,111.4,29,94.8,37,66.4,208,-0.002,174,0.6779,35,105.7,24,99.1,63,0.3427,288
2004,1177,3.2,21,9,0.469762,0.362559,0.703883,35.83333,13.733329999999999,13.433329999999998,5.7,2.3666669999999996,17.4,depaul,53,DePaul,CUSA,22,10,7.0,0.7794,112.0,23,100.4,142,64.1,287,0.092,16,0.6448,55,104.3,62,99.0,60,0.5034,172
2004,1104,4.758621,17,12,0.452665,0.383333,0.698738,35.310340000000004,11.86207,13.27586,6.448276,3.1034479999999998,18.344829999999998,alabama,34,Alabama,SEC,20,13,8.0,0.8456,113.2,18,97.6,83,66.1,220,0.005,157,0.754,8,106.7,12,96.8,7,0.6746,25
2004,1356,8.37931,25,4,0.444639,0.328897,0.68785,35.413790000000006,14.10345,12.06897,10.27586,3.1034479999999998,19.37931,southern illinois,49,Southern Illinois,MVC,25,5,9.0,0.7993,106.6,72,94.5,33,67.1,187,0.046,62,0.5491,121,102.7,122,101.0,139,0.5288,144
2004,1173,3.875,24,8,0.45171000000000006,0.326923,0.670029,38.0,14.9375,14.28125,4.53125,2.84375,17.09375,dayton,62,Dayton,A10,24,9,10.0,0.752,105.7,82,96.0,54,63.9,291,0.085,23,0.5947,93,103.9,75,100.5,115,0.4461,225
